#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  1.3143  -15.1709  -15.1289  -15.1289  -15.0634  -15.0557  -12.6349   -2.8665   -1.1896   -1.1896    2.2198    2.7068    4.8536    4.8536
  1.3728  -15.1798  -15.1253  -15.1252  -15.0649  -15.0548  -12.5005   -3.3126   -1.4161   -1.4161    2.0883    2.8673    5.2481    5.2481
  1.4313  -15.1889  -15.1216  -15.1215  -15.0669  -15.0538  -12.3485   -3.7515   -1.6367   -1.6367    1.9041    2.9738    5.6608    5.6609
  1.4898  -15.1977  -15.1176  -15.1176  -15.0687  -15.0526  -12.1802   -4.1821   -1.8470   -1.8469    1.7230    2.9641    6.0872    6.0873
  1.5484  -15.2064  -15.1135  -15.1135  -15.0713  -15.0515  -11.9973   -4.6029   -2.0436   -2.0436    1.5574    2.8490    6.5235    6.5235
  1.6069  -15.2148  -15.1096  -15.1096  -15.0736  -15.0505  -11.8020   -5.0119   -2.2243   -2.2243    1.4123    2.6646    6.9665    6.9797
  1.6654  -15.2225  -15.1057  -15.1057  -15.0754  -15.0496  -11.5973   -5.4059   -2.3872   -2.3871    1.2902    2.4457    7.4132    7.4137
  1.7240  -15.2294  -15.1020  -15.1020  -15.0774  -15.0487  -11.3871   -5.7810   -2.5307   -2.5307    1.1928    2.2178    7.8601    7.8699
  1.7825  -15.2355  -15.0990  -15.0989  -15.0794  -15.0479  -11.1771   -6.1313   -2.6538   -2.6538    1.1210    1.9972    8.3021    8.3317
  1.8410  -15.2406  -15.0962  -15.0962  -15.0813  -15.0472  -10.9750   -6.4487   -2.7556   -2.7556    1.0754    1.7942    8.7309    8.7438
  1.8996  -15.2441  -15.0935  -15.0935  -15.0825  -15.0465  -10.7917   -6.7220   -2.8354   -2.8354    1.0560    1.6154    9.1319    9.1576
  1.9581  -15.2470  -15.0919  -15.0919  -15.0836  -15.0461  -10.6417   -6.9366   -2.8928   -2.8928    1.0609    1.4665    9.4782    9.8707
  2.0166  -15.2488  -15.0907  -15.0907  -15.0842  -15.0457  -10.5417   -7.0755   -2.9274   -2.9273    1.0835    1.3567    9.7256    9.7356
  2.0751  -15.2494  -15.0904  -15.0904  -15.0844  -15.0456  -10.5063   -7.1238   -2.9389   -2.9389    1.1000    1.3111    9.8178   10.2621
  2.0751  -15.2494  -15.0904  -15.0904  -15.0844  -15.0456  -10.5063   -7.1238   -2.9389   -2.9389    1.1000    1.3111    9.8178    9.8213
  2.1214  -15.2492  -15.0907  -15.0906  -15.0841  -15.0457  -10.5077   -7.1183   -2.9547   -2.9515    1.1303    1.3465    9.7359    9.7573
  2.1677  -15.2486  -15.0916  -15.0911  -15.0833  -15.0460  -10.5116   -7.1019   -3.0008   -2.9870    1.2207    1.4498    9.4704    9.6120
  2.2140  -15.2478  -15.0930  -15.0918  -15.0822  -15.0465  -10.5179   -7.0760   -3.0736   -3.0390    1.3685    1.6139    9.0558    9.4100
  2.2602  -15.2464  -15.0949  -15.0925  -15.0808  -15.0471  -10.5261   -7.0422   -3.1676   -3.0992    1.5691    1.8302    8.5503    9.1702
  2.3065  -15.2450  -15.0971  -15.0932  -15.0794  -15.0480  -10.5356   -7.0029   -3.2764   -3.1593    1.8166    2.0899    7.9964    8.9010
  2.3528  -15.2432  -15.0994  -15.0939  -15.0777  -15.0489  -10.5458   -6.9612   -3.3937   -3.2112    2.1050    2.3849    7.4205    8.6092
  2.3991  -15.2412  -15.1018  -15.0945  -15.0760  -15.0498  -10.5562   -6.9200   -3.5139   -3.2482    2.4281    2.7079    6.8392    8.3021
  2.4453  -15.2393  -15.1042  -15.0951  -15.0743  -15.0510  -10.5660   -6.8825   -3.6324   -3.2650    2.7801    3.0514    6.2651    7.9866
  2.4916  -15.2375  -15.1065  -15.0959  -15.0726  -15.0522  -10.5749   -6.8514   -3.7453   -3.2576    3.1534    3.4058    5.7121    7.6687
  2.5379  -15.2360  -15.1083  -15.0965  -15.0711  -15.0532  -10.5822   -6.8287   -3.8496   -3.2239    3.5294    3.7570    5.2083    7.3565
  2.5841  -15.2349  -15.1097  -15.0970  -15.0699  -15.0541  -10.5875   -6.8156   -3.9430   -3.1639    3.8050    4.1017    4.8521    7.0596
  2.6304  -15.2341  -15.1105  -15.0974  -15.0690  -15.0545  -10.5907   -6.8120   -4.0236   -3.0798    3.6962    4.4931    4.8587    6.7946
  2.6767  -15.2338  -15.1107  -15.0979  -15.0686  -15.0549  -10.5914   -6.8171   -4.0900   -2.9761    3.3238    4.8910    5.1142    6.5964
  2.7230  -15.2339  -15.1102  -15.0982  -15.0687  -15.0547  -10.5896   -6.8296   -4.1410   -2.8598    2.9095    5.1286    5.4957    6.5329
  2.7692  -15.2343  -15.1092  -15.0983  -15.0692  -15.0544  -10.5850   -6.8474   -4.1758   -2.7406    2.5171    5.1310    5.9591    6.6580
  2.8155  -15.2352  -15.1081  -15.0984  -15.0701  -15.0539  -10.5779   -6.8687   -4.1938   -2.6312    2.1727    4.9852    6.4451    6.9134
  2.8618  -15.2362  -15.1066  -15.0983  -15.0711  -15.0532  -10.5683   -6.8916   -4.1946   -2.5470    1.8955    4.7754    6.9341    7.2026
  2.9080  -15.2372  -15.1053  -15.0980  -15.0721  -15.0524  -10.5565   -6.9145   -4.1781   -2.5044    1.7033    4.5439    7.3818    7.4733
  2.9543  -15.2380  -15.1041  -15.0972  -15.0730  -15.0517  -10.5428   -6.9360   -4.1443   -2.5169    1.6101    4.3084    7.5897    7.7537
  2.9543  -15.2380  -15.1041  -15.0972  -15.0730  -15.0517  -10.5428   -6.9360   -4.1443   -2.5169    1.6101    4.3084    7.5902    7.7532
  3.0164  -15.2353  -15.1068  -15.0998  -15.0704  -15.0534  -10.5997   -6.8658   -4.2365   -2.3810    1.7388    4.9854    7.3180    7.3277
  3.0785  -15.2322  -15.1094  -15.1022  -15.0677  -15.0552  -10.6862   -6.7727   -4.2576   -2.2304    1.8767    5.5071    6.9161    7.1888
  3.1406  -15.2287  -15.1113  -15.1048  -15.0648  -15.0564  -10.8039   -6.6484   -4.2102   -2.0673    2.0181    5.6906    6.5218    6.8098
  3.2026  -15.2252  -15.1132  -15.1076  -15.0625  -15.0579  -10.9507   -6.4865   -4.1007   -1.8946    2.1549    5.6151    6.1475    6.3755
  3.2647  -15.2212  -15.1147  -15.1105  -15.0606  -15.0591  -11.1217   -6.2830   -3.9369   -1.7153    2.2766    5.4679    5.7954    5.9640
  3.3268  -15.2166  -15.1160  -15.1134  -15.0600  -15.0590  -11.3100   -6.0367   -3.7267   -1.5330    2.3704    5.3264    5.4668    5.5884
  3.3889  -15.2115  -15.1173  -15.1164  -15.0608  -15.0578  -11.5084   -5.7485   -3.4771   -1.3516    2.4241    5.1458    5.1625    5.3276
  3.4510  -15.2058  -15.1196  -15.1188  -15.0614  -15.0570  -11.7099   -5.4205   -3.1946   -1.1751    2.4298    4.8477    4.8831    5.2694
  3.5130  -15.1991  -15.1225  -15.1204  -15.0615  -15.0566  -11.9087   -5.0552   -2.8851   -1.0077    2.3877    4.5529    4.6289    5.2825
  3.5751  -15.1919  -15.1252  -15.1222  -15.0614  -15.0565  -12.0998   -4.6552   -2.5548   -0.8530    2.3049    4.2859    4.3997    5.3123
  3.6372  -15.1846  -15.1279  -15.1245  -15.0613  -15.0567  -12.2793   -4.2233   -2.2102   -0.7143    2.1909    4.0514    4.1955    5.3072
  3.6993  -15.1767  -15.1304  -15.1268  -15.0609  -15.0569  -12.4439   -3.7622   -1.8592   -0.5937    2.0530    3.8520    4.0161    5.2117
  3.7614  -15.1688  -15.1326  -15.1294  -15.0604  -15.0571  -12.5911   -3.2750   -1.5110   -0.4924    1.8934    3.6900    3.8611    4.9925
  3.8234  -15.1612  -15.1350  -15.1319  -15.0599  -15.0576  -12.7189   -2.7652   -1.1774   -0.4103    1.7076    3.5675    3.7302    4.6675
  3.8855  -15.1541  -15.1367  -15.1345  -15.0594  -15.0579  -12.8256   -2.2370   -0.8723   -0.3464    1.4838    3.4854    3.6233    4.2954
  3.9476  -15.1482  -15.1380  -15.1367  -15.0590  -15.0584  -12.9099   -1.6965   -0.6117   -0.2992    1.2051    3.4413    3.5403    3.9435
  4.0097  -15.1435  -15.1391  -15.1382  -15.0588  -15.0585  -12.9708   -1.1524   -0.4115   -0.2671    0.8577    3.4277    3.4811    3.6654
  4.0718  -15.1409  -15.1398  -15.1396  -15.0589  -15.0588  -13.0077   -0.6222   -0.2855   -0.2485    0.4461    3.4303    3.4455    3.4919
  4.1338  -15.1400  -15.1400  -15.1399  -15.0588  -15.0588  -13.0200   -0.2425   -0.2425   -0.2425    0.1054    3.4337    3.4337    3.4337
