#  frequency dependent      REAL DIELECTRIC FUNCTION (independent particle, no local field effects)
#     E(ev)      X         Y         Z        XY        YZ        ZX
#  --------------------------------------------------------------------------------------
    2.008157   11.163235   11.163235   11.163235    0.001159    0.001159    0.001159
    2.033259   11.397107   11.397107   11.397107    0.001220    0.001220    0.001220
    2.058361   11.647454   11.647454   11.647454    0.001286    0.001286    0.001286
    2.083463   11.916011   11.916011   11.916011    0.001351    0.001351    0.001351
    2.108565   12.201002   12.201002   12.201002    0.001406    0.001406    0.001406
    2.133667   12.496738   12.496738   12.496738    0.001444    0.001444    0.001444
    2.158769   12.793702   12.793702   12.793702    0.001453    0.001453    0.001453
    2.183871   13.079213   13.079213   13.079213    0.001425    0.001425    0.001425
    2.208973   13.338548   13.338548   13.338548    0.001354    0.001354    0.001354
    2.234075   13.556537   13.556537   13.556537    0.001236    0.001236    0.001236
    2.259177   13.719521   13.719521   13.719521    0.001076    0.001076    0.001076
    2.284278   13.817235   13.817235   13.817235    0.000880    0.000880    0.000880
    2.309380   13.844766   13.844766   13.844766    0.000666    0.000666    0.000666
    2.334482   13.803886   13.803886   13.803886    0.000453    0.000453    0.000453
    2.359584   13.703807   13.703807   13.703807    0.000264    0.000264    0.000264
    2.384686   13.560809   13.560809   13.560809    0.000121    0.000121    0.000121
    2.409788   13.396750   13.396750   13.396750    0.000041    0.000041    0.000041
    2.434890   13.236486   13.236486   13.236486    0.000031    0.000031    0.000031
    2.459992   13.104346   13.104346   13.104346    0.000091    0.000091    0.000091
    2.485094   13.020480   13.020480   13.020480    0.000205    0.000205    0.000205
    2.510196   12.997246   12.997246   12.997246    0.000352    0.000352    0.000352
    2.535298   13.036675   13.036675   13.036675    0.000501    0.000501    0.000501
    2.560400   13.129318   13.129318   13.129318    0.000619    0.000619    0.000619
    2.585502   13.254749   13.254749   13.254749    0.000677    0.000677    0.000677
    2.610604   13.383782   13.383782   13.383782    0.000652    0.000652    0.000652
    2.635706   13.481977   13.481977   13.481977    0.000534    0.000534    0.000534
    2.660808   13.513997   13.513997   13.513997    0.000323    0.000323    0.000323
    2.685910   13.448107   13.448107   13.448107    0.000031    0.000031    0.000031
    2.711012   13.260215   13.260215   13.260215   -0.000320   -0.000320   -0.000320
    2.736114   12.936894   12.936894   12.936894   -0.000698   -0.000698   -0.000698
    2.761216   12.477000   12.477000   12.477000   -0.001074   -0.001074   -0.001074
    2.786318   11.891799   11.891799   11.891799   -0.001417   -0.001417   -0.001417
    2.811420   11.203489   11.203489   11.203489   -0.001702   -0.001702   -0.001702
    2.836522   10.442510   10.442510   10.442510   -0.001910   -0.001910   -0.001910
    2.861624    9.643926    9.643926    9.643926   -0.002035   -0.002035   -0.002035
    2.886726    8.843290    8.843290    8.843290   -0.002077   -0.002077   -0.002077
    2.911828    8.072643    8.072643    8.072643   -0.002045   -0.002045   -0.002045
    2.936929    7.356963    7.356963    7.356963   -0.001957   -0.001957   -0.001957
    2.962031    6.711642    6.711642    6.711642   -0.001835   -0.001835   -0.001835
    2.987133    6.141159    6.141159    6.141159   -0.001701   -0.001701   -0.001701
    3.012235    5.639213    5.639213    5.639213   -0.001579   -0.001579   -0.001579
    3.037337    5.190223    5.190223    5.190223   -0.001488   -0.001488   -0.001488
    3.062439    4.772081    4.772081    4.772081   -0.001442   -0.001442   -0.001442
    3.087541    4.359697    4.359697    4.359697   -0.001448   -0.001448   -0.001448
    3.112643    3.928944    3.928944    3.928944   -0.001504   -0.001504   -0.001504
    3.137745    3.460406    3.460406    3.460406   -0.001601   -0.001601   -0.001601
    3.162847    2.942392    2.942392    2.942392   -0.001726   -0.001726   -0.001726
    3.187949    2.372741    2.372741    2.372741   -0.001858   -0.001858   -0.001858
    3.213051    1.759184    1.759184    1.759184   -0.001979   -0.001979   -0.001979
    3.238153    1.118147    1.118147    1.118147   -0.002070   -0.002070   -0.002070
    3.263255    0.472245    0.472245    0.472245   -0.002117   -0.002117   -0.002117
    3.288357   -0.153144   -0.153144   -0.153144   -0.002114   -0.002114   -0.002114
    3.313459   -0.733617   -0.733617   -0.733617   -0.002060   -0.002060   -0.002060
    3.338561   -1.249150   -1.249150   -1.249150   -0.001962   -0.001962   -0.001962
    3.363663   -1.686650   -1.686650   -1.686650   -0.001831   -0.001831   -0.001831
    3.388765   -2.041180   -2.041180   -2.041180   -0.001683   -0.001683   -0.001683
    3.413867   -2.315826   -2.315826   -2.315826   -0.001531   -0.001531   -0.001531
    3.438969   -2.520312   -2.520312   -2.520312   -0.001390   -0.001390   -0.001390
    3.464071   -2.668696   -2.668696   -2.668696   -0.001267   -0.001267   -0.001267
    3.489173   -2.776728   -2.776728   -2.776728   -0.001167   -0.001167   -0.001167
    3.514275   -2.859280   -2.859280   -2.859280   -0.001089   -0.001089   -0.001089
    3.539377   -2.928360   -2.928360   -2.928360   -0.001030   -0.001030   -0.001030
    3.564479   -2.991913   -2.991913   -2.991913   -0.000983   -0.000983   -0.000983
    3.589580   -3.053523   -3.053523   -3.053523   -0.000944   -0.000944   -0.000944
    3.614682   -3.112854   -3.112854   -3.112854   -0.000905   -0.000905   -0.000905
    3.639784   -3.166712   -3.166712   -3.166712   -0.000864   -0.000864   -0.000864
    3.664886   -3.210364   -3.210364   -3.210364   -0.000819   -0.000819   -0.000819
    3.689988   -3.238922   -3.238922   -3.238922   -0.000771   -0.000771   -0.000771
    3.715090   -3.248536   -3.248536   -3.248536   -0.000722   -0.000722   -0.000722
    3.740192   -3.237271   -3.237271   -3.237271   -0.000675   -0.000675   -0.000675
    3.765294   -3.205592   -3.205592   -3.205592   -0.000634   -0.000634   -0.000634
    3.790396   -3.156481   -3.156481   -3.156481   -0.000602   -0.000602   -0.000602
    3.815498   -3.095178   -3.095178   -3.095178   -0.000581   -0.000581   -0.000581
    3.840600   -3.028657   -3.028657   -3.028657   -0.000572   -0.000572   -0.000572
    3.865702   -2.964941   -2.964941   -2.964941   -0.000575   -0.000575   -0.000575
    3.890804   -2.912253   -2.912253   -2.912253   -0.000588   -0.000588   -0.000588
    3.915906   -2.878216   -2.878216   -2.878216   -0.000608   -0.000608   -0.000608
    3.941008   -2.869133   -2.869133   -2.869133   -0.000630   -0.000630   -0.000630
    3.966110   -2.889376   -2.889376   -2.889376   -0.000652   -0.000652   -0.000652
    3.991212   -2.941032   -2.941032   -2.941032   -0.000670   -0.000670   -0.000670
    4.016314   -3.023705   -3.023705   -3.023705   -0.000680   -0.000680   -0.000680
    4.041416   -3.134528   -3.134528   -3.134528   -0.000681   -0.000681   -0.000681
    4.066518   -3.268391   -3.268391   -3.268391   -0.000673   -0.000673   -0.000673
    4.091620   -3.418267   -3.418267   -3.418267   -0.000655   -0.000655   -0.000655
    4.116722   -3.575741   -3.575741   -3.575741   -0.000628   -0.000628   -0.000628
    4.141824   -3.731614   -3.731614   -3.731614   -0.000594   -0.000594   -0.000594
    4.166926   -3.876617   -3.876617   -3.876617   -0.000553   -0.000553   -0.000553
    4.192028   -4.002178   -4.002178   -4.002178   -0.000507   -0.000507   -0.000507
    4.217130   -4.101143   -4.101143   -4.101143   -0.000456   -0.000456   -0.000456
    4.242231   -4.168350   -4.168350   -4.168350   -0.000401   -0.000401   -0.000401
    4.267333   -4.200961   -4.200961   -4.200961   -0.000343   -0.000343   -0.000343
    4.292435   -4.198549   -4.198549   -4.198549   -0.000282   -0.000282   -0.000282
    4.317537   -4.162794   -4.162794   -4.162794   -0.000220   -0.000220   -0.000220
    4.342639   -4.097032   -4.097032   -4.097032   -0.000159   -0.000159   -0.000159
    4.367741   -4.005619   -4.005619   -4.005619   -0.000102   -0.000102   -0.000102
    4.392843   -3.893335   -3.893335   -3.893335   -0.000051   -0.000051   -0.000051
    4.417945   -3.764939   -3.764939   -3.764939   -0.000009   -0.000009   -0.000009
    4.443047   -3.624939   -3.624939   -3.624939    0.000022    0.000022    0.000022
    4.468149   -3.477564   -3.477564   -3.477564    0.000039    0.000039    0.000039
    4.493251   -3.326949   -3.326949   -3.326949    0.000042    0.000042    0.000042
    4.518353   -3.177282   -3.177282   -3.177282    0.000032    0.000032    0.000032
    4.543455   -3.032969   -3.032969   -3.032969    0.000009    0.000009    0.000009
    4.568557   -2.898589   -2.898589   -2.898589   -0.000024   -0.000024   -0.000024
    4.593659   -2.778702   -2.778702   -2.778702   -0.000064   -0.000064   -0.000064
    4.618761   -2.677508   -2.677508   -2.677508   -0.000107   -0.000107   -0.000107
    4.643863   -2.598450   -2.598450   -2.598450   -0.000149   -0.000149   -0.000149
    4.668965   -2.543906   -2.543906   -2.543906   -0.000189   -0.000189   -0.000189
    4.694067   -2.514985   -2.514985   -2.514985   -0.000223   -0.000223   -0.000223
    4.719169   -2.511545   -2.511545   -2.511545   -0.000251   -0.000251   -0.000251
    4.744271   -2.532378   -2.532378   -2.532378   -0.000271   -0.000271   -0.000271
    4.769373   -2.575490   -2.575490   -2.575490   -0.000284   -0.000284   -0.000284
    4.794475   -2.638397   -2.638397   -2.638397   -0.000290   -0.000290   -0.000290
    4.819577   -2.718301   -2.718301   -2.718301   -0.000290   -0.000290   -0.000290
    4.844679   -2.812207   -2.812207   -2.812207   -0.000285   -0.000285   -0.000285
    4.869781   -2.916826   -2.916826   -2.916826   -0.000275   -0.000275   -0.000275
    4.894882   -3.028451   -3.028451   -3.028451   -0.000261   -0.000261   -0.000261
    4.919984   -3.142851   -3.142851   -3.142851   -0.000243   -0.000243   -0.000243
    4.945086   -3.255260   -3.255260   -3.255260   -0.000221   -0.000221   -0.000221
    4.970188   -3.360528   -3.360528   -3.360528   -0.000195   -0.000195   -0.000195
    4.995290   -3.453455   -3.453455   -3.453455   -0.000165   -0.000165   -0.000165
    5.020392   -3.529270   -3.529270   -3.529270   -0.000133   -0.000133   -0.000133
    5.045494   -3.584166   -3.584166   -3.584166   -0.000097   -0.000097   -0.000097
    5.070596   -3.615745   -3.615745   -3.615745   -0.000060   -0.000060   -0.000060
    5.095698   -3.623377   -3.623377   -3.623377   -0.000022   -0.000022   -0.000022
    5.120800   -3.608255   -3.608255   -3.608255    0.000018    0.000018    0.000018
    5.145902   -3.573227   -3.573227   -3.573227    0.000057    0.000057    0.000057
    5.171004   -3.522385   -3.522385   -3.522385    0.000095    0.000095    0.000095
    5.196106   -3.460421   -3.460421   -3.460421    0.000130    0.000130    0.000130
    5.221208   -3.391937   -3.391937   -3.391937    0.000163    0.000163    0.000163
    5.246310   -3.320766   -3.320766   -3.320766    0.000192    0.000192    0.000192
    5.271412   -3.249405   -3.249405   -3.249405    0.000216    0.000216    0.000216
    5.296514   -3.178734   -3.178734   -3.178734    0.000234    0.000234    0.000234
    5.321616   -3.107956   -3.107956   -3.107956    0.000246    0.000246    0.000246
    5.346718   -3.034925   -3.034925   -3.034925    0.000252    0.000252    0.000252
    5.371820   -2.956623   -2.956623   -2.956623    0.000252    0.000252    0.000252
    5.396922   -2.869919   -2.869919   -2.869919    0.000246    0.000246    0.000246
    5.422024   -2.772295   -2.772295   -2.772295    0.000236    0.000236    0.000236
    5.447126   -2.662549   -2.662549   -2.662549    0.000221    0.000221    0.000221
    5.472228   -2.541260   -2.541260   -2.541260    0.000203    0.000203    0.000203
    5.497330   -2.411013   -2.411013   -2.411013    0.000182    0.000182    0.000182
    5.522432   -2.276279   -2.276279   -2.276279    0.000159    0.000159    0.000159
    5.547533   -2.143010   -2.143010   -2.143010    0.000135    0.000135    0.000135
    5.572635   -2.017997   -2.017997   -2.017997    0.000109    0.000109    0.000109
    5.597737   -1.908090   -1.908090   -1.908090    0.000085    0.000085    0.000085
    5.622839   -1.819403   -1.819403   -1.819403    0.000061    0.000061    0.000061
    5.647941   -1.756608   -1.756608   -1.756608    0.000040    0.000040    0.000040
    5.673043   -1.722406   -1.722406   -1.722406    0.000024    0.000024    0.000024
    5.698145   -1.717279   -1.717279   -1.717279    0.000012    0.000012    0.000012
    5.723247   -1.739475   -1.739475   -1.739475    0.000005    0.000005    0.000005
    5.748349   -1.785289   -1.785289   -1.785289    0.000004    0.000004    0.000004
    5.773451   -1.849547   -1.849547   -1.849547    0.000008    0.000008    0.000008
    5.798553   -1.926234   -1.926234   -1.926234    0.000015    0.000015    0.000015
    5.823655   -2.009174   -2.009174   -2.009174    0.000026    0.000026    0.000026
    5.848757   -2.092694   -2.092694   -2.092694    0.000038    0.000038    0.000038
    5.873859   -2.172146   -2.172146   -2.172146    0.000051    0.000051    0.000051
    5.898961   -2.244277   -2.244277   -2.244277    0.000065    0.000065    0.000065
    5.924063   -2.307362   -2.307362   -2.307362    0.000078    0.000078    0.000078
    5.949165   -2.361131   -2.361131   -2.361131    0.000090    0.000090    0.000090
    5.974267   -2.406482   -2.406482   -2.406482    0.000102    0.000102    0.000102
    5.999369   -2.445045   -2.445045   -2.445045    0.000112    0.000112    0.000112
    6.024471   -2.478730   -2.478730   -2.478730    0.000121    0.000121    0.000121
    6.049573   -2.509218   -2.509218   -2.509218    0.000127    0.000127    0.000127
    6.074675   -2.537610   -2.537610   -2.537610    0.000131    0.000131    0.000131
    6.099777   -2.564198   -2.564198   -2.564198    0.000132    0.000132    0.000132
    6.124879   -2.588415   -2.588415   -2.588415    0.000130    0.000130    0.000130
    6.149981   -2.608937   -2.608937   -2.608937    0.000125    0.000125    0.000125
    6.175083   -2.623905   -2.623905   -2.623905    0.000117    0.000117    0.000117
    6.200184   -2.631197   -2.631197   -2.631197    0.000108    0.000108    0.000108
    6.225286   -2.628708   -2.628708   -2.628708    0.000098    0.000098    0.000098
    6.250388   -2.614594   -2.614594   -2.614594    0.000088    0.000088    0.000088
    6.275490   -2.587441   -2.587441   -2.587441    0.000080    0.000080    0.000080
    6.300592   -2.546388   -2.546388   -2.546388    0.000074    0.000074    0.000074
    6.325694   -2.491196   -2.491196   -2.491196    0.000070    0.000070    0.000070
    6.350796   -2.422281   -2.422281   -2.422281    0.000069    0.000069    0.000069
    6.375898   -2.340726   -2.340726   -2.340726    0.000069    0.000069    0.000069
    6.401000   -2.248273   -2.248273   -2.248273    0.000071    0.000071    0.000071
    6.426102   -2.147279   -2.147279   -2.147279    0.000074    0.000074    0.000074
    6.451204   -2.040613   -2.040613   -2.040613    0.000076    0.000076    0.000076
    6.476306   -1.931543   -1.931543   -1.931543    0.000078    0.000078    0.000078
    6.501408   -1.823518   -1.823518   -1.823518    0.000078    0.000078    0.000078
    6.526510   -1.719970   -1.719970   -1.719970    0.000079    0.000079    0.000079
    6.551612   -1.624040   -1.624040   -1.624040    0.000079    0.000079    0.000079
    6.576714   -1.538378   -1.538378   -1.538378    0.000080    0.000080    0.000080
    6.601816   -1.464942   -1.464942   -1.464942    0.000082    0.000082    0.000082
    6.626918   -1.404887   -1.404887   -1.404887    0.000086    0.000086    0.000086
    6.652020   -1.358531   -1.358531   -1.358531    0.000093    0.000093    0.000093
    6.677122   -1.325416   -1.325416   -1.325416    0.000101    0.000101    0.000101
    6.702224   -1.304429   -1.304429   -1.304429    0.000111    0.000111    0.000111
    6.727326   -1.294008   -1.294008   -1.294008    0.000122    0.000122    0.000122
    6.752428   -1.292352   -1.292352   -1.292352    0.000133    0.000133    0.000133
    6.777530   -1.297627   -1.297627   -1.297627    0.000142    0.000142    0.000142
    6.802632   -1.308155   -1.308155   -1.308155    0.000150    0.000150    0.000150
    6.827734   -1.322496   -1.322496   -1.322496    0.000154    0.000154    0.000154
    6.852835   -1.339522   -1.339522   -1.339522    0.000156    0.000156    0.000156
    6.877937   -1.358355   -1.358355   -1.358355    0.000155    0.000155    0.000155
    6.903039   -1.378291   -1.378291   -1.378291    0.000152    0.000152    0.000152
    6.928141   -1.398713   -1.398713   -1.398713    0.000146    0.000146    0.000146
    6.953243   -1.418938   -1.418938   -1.418938    0.000140    0.000140    0.000140
    6.978345   -1.438169   -1.438169   -1.438169    0.000133    0.000133    0.000133
    7.003447   -1.455446   -1.455446   -1.455446    0.000125    0.000125    0.000125
    7.028549   -1.469669   -1.469669   -1.469669    0.000119    0.000119    0.000119
    7.053651   -1.479688   -1.479688   -1.479688    0.000113    0.000113    0.000113
    7.078753   -1.484382   -1.484382   -1.484382    0.000108    0.000108    0.000108
    7.103855   -1.482808   -1.482808   -1.482808    0.000104    0.000104    0.000104
    7.128957   -1.474286   -1.474286   -1.474286    0.000100    0.000100    0.000100
    7.154059   -1.458485   -1.458485   -1.458485    0.000098    0.000098    0.000098
    7.179161   -1.435451   -1.435451   -1.435451    0.000096    0.000096    0.000096
    7.204263   -1.405584   -1.405584   -1.405584    0.000095    0.000095    0.000095
    7.229365   -1.369570   -1.369570   -1.369570    0.000094    0.000094    0.000094
    7.254467   -1.328314   -1.328314   -1.328314    0.000093    0.000093    0.000093
    7.279569   -1.282816   -1.282816   -1.282816    0.000093    0.000093    0.000093
    7.304671   -1.234071   -1.234071   -1.234071    0.000093    0.000093    0.000093
    7.329773   -1.182986   -1.182986   -1.182986    0.000093    0.000093    0.000093
    7.354875   -1.130311   -1.130311   -1.130311    0.000093    0.000093    0.000093
    7.379977   -1.076628   -1.076628   -1.076628    0.000092    0.000092    0.000092
    7.405079   -1.022339   -1.022339   -1.022339    0.000090    0.000090    0.000090
    7.430181   -0.967748   -0.967748   -0.967748    0.000088    0.000088    0.000088
    7.455283   -0.913119   -0.913119   -0.913119    0.000084    0.000084    0.000084
    7.480385   -0.858789   -0.858789   -0.858789    0.000079    0.000079    0.000079
    7.505486   -0.805252   -0.805252   -0.805252    0.000072    0.000072    0.000072
    7.530588   -0.753212   -0.753212   -0.753212    0.000065    0.000065    0.000065
    7.555690   -0.703612   -0.703612   -0.703612    0.000057    0.000057    0.000057
    7.580792   -0.657568   -0.657568   -0.657568    0.000050    0.000050    0.000050
    7.605894   -0.616292   -0.616292   -0.616292    0.000045    0.000045    0.000045
    7.630996   -0.580961   -0.580961   -0.580961    0.000041    0.000041    0.000041
    7.656098   -0.552584   -0.552584   -0.552584    0.000040    0.000040    0.000040
    7.681200   -0.531884   -0.531884   -0.531884    0.000042    0.000042    0.000042
    7.706302   -0.519226   -0.519226   -0.519226    0.000047    0.000047    0.000047
    7.731404   -0.514580   -0.514580   -0.514580    0.000053    0.000053    0.000053
    7.756506   -0.517531   -0.517531   -0.517531    0.000060    0.000060    0.000060
    7.781608   -0.527314   -0.527314   -0.527314    0.000068    0.000068    0.000068
    7.806710   -0.542889   -0.542889   -0.542889    0.000074    0.000074    0.000074
    7.831812   -0.562986   -0.562986   -0.562986    0.000078    0.000078    0.000078
    7.856914   -0.586178   -0.586178   -0.586178    0.000079    0.000079    0.000079
    7.882016   -0.610945   -0.610945   -0.610945    0.000077    0.000077    0.000077
    7.907118   -0.635744   -0.635744   -0.635744    0.000072    0.000072    0.000072
    7.932220   -0.659090   -0.659090   -0.659090    0.000066    0.000066    0.000066
    7.957322   -0.679648   -0.679648   -0.679648    0.000058    0.000058    0.000058
    7.982424   -0.696326   -0.696326   -0.696326    0.000050    0.000050    0.000050
    8.007526   -0.708364   -0.708364   -0.708364    0.000042    0.000042    0.000042
    8.032628   -0.715396   -0.715396   -0.715396    0.000036    0.000036    0.000036
    8.057730   -0.717472   -0.717472   -0.717472    0.000031    0.000031    0.000031
    8.082832   -0.715017   -0.715017   -0.715017    0.000029    0.000029    0.000029
    8.107934   -0.708757   -0.708757   -0.708757    0.000028    0.000028    0.000028
    8.133036   -0.699578   -0.699578   -0.699578    0.000027    0.000027    0.000027
    8.158137   -0.688377   -0.688377   -0.688377    0.000027    0.000027    0.000027
    8.183239   -0.675918   -0.675918   -0.675918    0.000028    0.000028    0.000028
    8.208341   -0.662722   -0.662722   -0.662722    0.000028    0.000028    0.000028
    8.233443   -0.649026   -0.649026   -0.649026    0.000028    0.000028    0.000028
    8.258545   -0.634819   -0.634819   -0.634819    0.000027    0.000027    0.000027
    8.283647   -0.619954   -0.619954   -0.619954    0.000027    0.000027    0.000027
    8.308749   -0.604317   -0.604317   -0.604317    0.000028    0.000028    0.000028
    8.333851   -0.587990   -0.587990   -0.587990    0.000029    0.000029    0.000029
    8.358953   -0.571403   -0.571403   -0.571403    0.000032    0.000032    0.000032
    8.384055   -0.555398   -0.555398   -0.555398    0.000035    0.000035    0.000035
    8.409157   -0.541198   -0.541198   -0.541198    0.000039    0.000039    0.000039
    8.434259   -0.530273   -0.530273   -0.530273    0.000043    0.000043    0.000043
    8.459361   -0.524130   -0.524130   -0.524130    0.000047    0.000047    0.000047
    8.484463   -0.524059   -0.524059   -0.524059    0.000052    0.000052    0.000052
    8.509565   -0.530911   -0.530911   -0.530911    0.000055    0.000055    0.000055
    8.534667   -0.544940   -0.544940   -0.544940    0.000056    0.000056    0.000056
    8.559769   -0.565729   -0.565729   -0.565729    0.000057    0.000057    0.000057
    8.584871   -0.592252   -0.592252   -0.592252    0.000055    0.000055    0.000055
    8.609973   -0.623004   -0.623004   -0.623004    0.000051    0.000051    0.000051
    8.635075   -0.656223   -0.656223   -0.656223    0.000045    0.000045    0.000045
    8.660177   -0.690094   -0.690094   -0.690094    0.000037    0.000037    0.000037
    8.685279   -0.722966   -0.722966   -0.722966    0.000027    0.000027    0.000027
    8.710381   -0.753501   -0.753501   -0.753501    0.000016    0.000016    0.000016
    8.735483   -0.780774   -0.780774   -0.780774    0.000003    0.000003    0.000003
    8.760585   -0.804275   -0.804275   -0.804275   -0.000010   -0.000010   -0.000010
    8.785687   -0.823889   -0.823889   -0.823889   -0.000023   -0.000023   -0.000023
    8.810788   -0.839825   -0.839825   -0.839825   -0.000037   -0.000037   -0.000037
    8.835890   -0.852519   -0.852519   -0.852519   -0.000051   -0.000051   -0.000051
    8.860992   -0.862549   -0.862549   -0.862549   -0.000064   -0.000064   -0.000064
