#  frequency dependent      REAL DIELECTRIC FUNCTION (independent particle, no local field effects)
#     E(ev)      X         Y         Z        XY        YZ        ZX
#  --------------------------------------------------------------------------------------
    1.175230    4.918903    4.918903    4.918903   -0.000009   -0.000009   -0.000009
    1.211956    4.935204    4.935204    4.935204   -0.000009   -0.000009   -0.000009
    1.248682    4.952241    4.952241    4.952241   -0.000009   -0.000009   -0.000009
    1.285408    4.970041    4.970041    4.970041   -0.000010   -0.000010   -0.000010
    1.322134    4.988634    4.988634    4.988634   -0.000010   -0.000010   -0.000010
    1.358860    5.008055    5.008055    5.008055   -0.000010   -0.000010   -0.000010
    1.395586    5.028330    5.028330    5.028330   -0.000010   -0.000010   -0.000010
    1.432312    5.049502    5.049502    5.049502   -0.000010   -0.000010   -0.000010
    1.469038    5.071614    5.071614    5.071614   -0.000010   -0.000010   -0.000010
    1.505764    5.094702    5.094702    5.094702   -0.000010   -0.000010   -0.000010
    1.542490    5.118815    5.118815    5.118815   -0.000010   -0.000010   -0.000010
    1.579216    5.144006    5.144006    5.144006   -0.000010   -0.000010   -0.000010
    1.615942    5.170328    5.170328    5.170328   -0.000010   -0.000010   -0.000010
    1.652668    5.197837    5.197837    5.197837   -0.000010   -0.000010   -0.000010
    1.689394    5.226601    5.226601    5.226601   -0.000010   -0.000010   -0.000010
    1.726120    5.256687    5.256687    5.256687   -0.000010   -0.000010   -0.000010
    1.762846    5.288176    5.288176    5.288176   -0.000010   -0.000010   -0.000010
    1.799572    5.321148    5.321148    5.321148   -0.000010   -0.000010   -0.000010
    1.836298    5.355692    5.355692    5.355692   -0.000011   -0.000011   -0.000011
    1.873024    5.391911    5.391911    5.391911   -0.000011   -0.000011   -0.000011
    1.909749    5.429918    5.429918    5.429918   -0.000011   -0.000011   -0.000011
    1.946475    5.469819    5.469819    5.469819   -0.000011   -0.000011   -0.000011
    1.983201    5.511752    5.511752    5.511752   -0.000011   -0.000011   -0.000011
    2.019927    5.555861    5.555861    5.555861   -0.000011   -0.000011   -0.000011
    2.056653    5.602302    5.602302    5.602302   -0.000011   -0.000011   -0.000011
    2.093379    5.651265    5.651265    5.651265   -0.000011   -0.000011   -0.000011
    2.130105    5.702981    5.702981    5.702981   -0.000011   -0.000011   -0.000011
    2.166831    5.757722    5.757722    5.757722   -0.000012   -0.000012   -0.000012
    2.203557    5.815857    5.815857    5.815857   -0.000012   -0.000012   -0.000012
    2.240283    5.877863    5.877863    5.877863   -0.000012   -0.000012   -0.000012
    2.277009    5.944357    5.944357    5.944357   -0.000012   -0.000012   -0.000012
    2.313735    6.016133    6.016133    6.016133   -0.000012   -0.000012   -0.000012
    2.350461    6.094180    6.094180    6.094180   -0.000012   -0.000012   -0.000012
    2.387187    6.179666    6.179666    6.179666   -0.000013   -0.000013   -0.000013
    2.423913    6.273848    6.273848    6.273848   -0.000013   -0.000013   -0.000013
    2.460639    6.377976    6.377976    6.377976   -0.000013   -0.000013   -0.000013
    2.497365    6.493030    6.493030    6.493030   -0.000013   -0.000013   -0.000013
    2.534091    6.619449    6.619449    6.619449   -0.000014   -0.000014   -0.000014
    2.570817    6.756775    6.756775    6.756775   -0.000014   -0.000014   -0.000014
    2.607543    6.903404    6.903404    6.903404   -0.000015   -0.000015   -0.000015
    2.644268    7.056426    7.056426    7.056426   -0.000016   -0.000016   -0.000016
    2.680994    7.211699    7.211699    7.211699   -0.000017   -0.000017   -0.000017
    2.717720    7.364119    7.364119    7.364119   -0.000018   -0.000018   -0.000018
    2.754446    7.508069    7.508069    7.508069   -0.000019   -0.000019   -0.000019
    2.791172    7.637939    7.637939    7.637939   -0.000020   -0.000020   -0.000020
    2.827898    7.748515    7.748515    7.748515   -0.000021   -0.000021   -0.000021
    2.864624    7.835372    7.835372    7.835372   -0.000021   -0.000021   -0.000021
    2.901350    7.894992    7.894992    7.894992   -0.000021   -0.000021   -0.000021
    2.938076    7.924875    7.924875    7.924875   -0.000022   -0.000022   -0.000022
    2.974802    7.923580    7.923580    7.923580   -0.000022   -0.000022   -0.000022
    3.011528    7.890748    7.890748    7.890748   -0.000022   -0.000022   -0.000022
    3.048254    7.827184    7.827184    7.827184   -0.000022   -0.000022   -0.000022
    3.084980    7.734938    7.734938    7.734938   -0.000021   -0.000021   -0.000021
    3.121706    7.617471    7.617471    7.617471   -0.000021   -0.000021   -0.000021
    3.158432    7.479838    7.479838    7.479838   -0.000020   -0.000020   -0.000020
    3.195158    7.328994    7.328994    7.328994   -0.000019   -0.000019   -0.000019
    3.231884    7.173910    7.173910    7.173910   -0.000018   -0.000018   -0.000018
    3.268610    7.025202    7.025202    7.025202   -0.000018   -0.000018   -0.000018
    3.305336    6.893921    6.893921    6.893921   -0.000020   -0.000020   -0.000020
    3.342062    6.789417    6.789417    6.789417   -0.000022   -0.000022   -0.000022
    3.378788    6.716744    6.716744    6.716744   -0.000024   -0.000024   -0.000024
    3.415513    6.674389    6.674389    6.674389   -0.000026   -0.000026   -0.000026
    3.452239    6.653358    6.653358    6.653358   -0.000027   -0.000027   -0.000027
    3.488965    6.638177    6.638177    6.638177   -0.000025   -0.000025   -0.000025
    3.525691    6.609776    6.609776    6.609776   -0.000020   -0.000020   -0.000020
    3.562417    6.549450    6.549450    6.549450   -0.000012   -0.000012   -0.000012
    3.599143    6.442765    6.442765    6.442765   -0.000003   -0.000003   -0.000003
    3.635869    6.282304    6.282304    6.282304    0.000007    0.000007    0.000007
    3.672595    6.068661    6.068661    6.068661    0.000017    0.000017    0.000017
    3.709321    5.809606    5.809606    5.809606    0.000024    0.000024    0.000024
    3.746047    5.518119    5.518119    5.518119    0.000029    0.000029    0.000029
    3.782773    5.209919    5.209919    5.209919    0.000031    0.000031    0.000031
    3.819499    4.901129    4.901129    4.901129    0.000030    0.000030    0.000030
    3.856225    4.606366    4.606366    4.606366    0.000026    0.000026    0.000026
    3.892951    4.337198    4.337198    4.337198    0.000019    0.000019    0.000019
    3.929677    4.100967    4.100967    4.100967    0.000012    0.000012    0.000012
    3.966403    3.900009    3.900009    3.900009    0.000005    0.000005    0.000005
    4.003129    3.731626    3.731626    3.731626   -0.000000   -0.000000   -0.000000
    4.039855    3.589044    3.589044    3.589044   -0.000004   -0.000004   -0.000004
    4.076581    3.463364    3.463364    3.463364   -0.000005   -0.000005   -0.000005
    4.113307    3.346082    3.346082    3.346082   -0.000005   -0.000005   -0.000005
    4.150032    3.231358    3.231358    3.231358   -0.000004   -0.000004   -0.000004
    4.186758    3.117223    3.117223    3.117223   -0.000003   -0.000003   -0.000003
    4.223484    3.005188    3.005188    3.005188   -0.000003   -0.000003   -0.000003
    4.260210    2.898491    2.898491    2.898491   -0.000003   -0.000003   -0.000003
    4.296936    2.799750    2.799750    2.799750   -0.000004   -0.000004   -0.000004
    4.333662    2.709132    2.709132    2.709132   -0.000006   -0.000006   -0.000006
    4.370388    2.623887    2.623887    2.623887   -0.000007   -0.000007   -0.000007
    4.407114    2.539425    2.539425    2.539425   -0.000007   -0.000007   -0.000007
    4.443840    2.451373    2.451373    2.451373   -0.000007   -0.000007   -0.000007
    4.480566    2.357625    2.357625    2.357625   -0.000007   -0.000007   -0.000007
    4.517292    2.259449    2.259449    2.259449   -0.000007   -0.000007   -0.000007
    4.554018    2.161237    2.161237    2.161237   -0.000008   -0.000008   -0.000008
    4.590744    2.069146    2.069146    2.069146   -0.000008   -0.000008   -0.000008
    4.627470    1.989231    1.989231    1.989231   -0.000008   -0.000008   -0.000008
    4.664196    1.925808    1.925808    1.925808   -0.000008   -0.000008   -0.000008
    4.700922    1.880431    1.880431    1.880431   -0.000006   -0.000006   -0.000006
    4.737648    1.851560    1.851560    1.851560   -0.000005   -0.000005   -0.000005
    4.774374    1.834786    1.834786    1.834786   -0.000003   -0.000003   -0.000003
    4.811100    1.823495    1.823495    1.823495   -0.000002   -0.000002   -0.000002
    4.847826    1.809958    1.809958    1.809958   -0.000001   -0.000001   -0.000001
    4.884552    1.786841    1.786841    1.786841   -0.000001   -0.000001   -0.000001
    4.921277    1.748918    1.748918    1.748918   -0.000002   -0.000002   -0.000002
    4.958003    1.694514    1.694514    1.694514   -0.000003   -0.000003   -0.000003
    4.994729    1.626137    1.626137    1.626137   -0.000005   -0.000005   -0.000005
    5.031455    1.549998    1.549998    1.549998   -0.000006   -0.000006   -0.000006
    5.068181    1.474490    1.474490    1.474490   -0.000006   -0.000006   -0.000006
    5.104907    1.408135    1.408135    1.408135   -0.000005   -0.000005   -0.000005
    5.141633    1.357568    1.357568    1.357568   -0.000004   -0.000004   -0.000004
    5.178359    1.326081    1.326081    1.326081   -0.000002   -0.000002   -0.000002
    5.215085    1.312981    1.312981    1.312981   -0.000000   -0.000000   -0.000000
    5.251811    1.313870    1.313870    1.313870    0.000001    0.000001    0.000001
    5.288537    1.321785    1.321785    1.321785    0.000001    0.000001    0.000001
    5.325263    1.328988    1.328988    1.328988    0.000001    0.000001    0.000001
    5.361989    1.328964    1.328964    1.328964    0.000000    0.000000    0.000000
    5.398715    1.318081    1.318081    1.318081   -0.000001   -0.000001   -0.000001
    5.435441    1.296357    1.296357    1.296357   -0.000002   -0.000002   -0.000002
    5.472167    1.267107    1.267107    1.267107   -0.000003   -0.000003   -0.000003
    5.508893    1.235604    1.235604    1.235604   -0.000003   -0.000003   -0.000003
    5.545619    1.207296    1.207296    1.207296   -0.000004   -0.000004   -0.000004
    5.582345    1.186233    1.186233    1.186233   -0.000004   -0.000004   -0.000004
    5.619071    1.174197    1.174197    1.174197   -0.000004   -0.000004   -0.000004
    5.655796    1.170749    1.170749    1.170749   -0.000004   -0.000004   -0.000004
    5.692522    1.173981    1.173981    1.173981   -0.000004   -0.000004   -0.000004
    5.729248    1.181560    1.181560    1.181560   -0.000003   -0.000003   -0.000003
    5.765974    1.191564    1.191564    1.191564   -0.000003   -0.000003   -0.000003
    5.802700    1.202765    1.202765    1.202765   -0.000002   -0.000002   -0.000002
    5.839426    1.214318    1.214318    1.214318   -0.000002   -0.000002   -0.000002
    5.876152    1.225129    1.225129    1.225129   -0.000001   -0.000001   -0.000001
    5.912878    1.233341    1.233341    1.233341   -0.000001   -0.000001   -0.000001
    5.949604    1.236363    1.236363    1.236363   -0.000001   -0.000001   -0.000001
    5.986330    1.231530    1.231530    1.231530   -0.000001   -0.000001   -0.000001
    6.023056    1.217208    1.217208    1.217208   -0.000002   -0.000002   -0.000002
    6.059782    1.193799    1.193799    1.193799   -0.000002   -0.000002   -0.000002
    6.096508    1.164162    1.164162    1.164162   -0.000004   -0.000004   -0.000004
    6.133234    1.133154    1.133154    1.133154   -0.000005   -0.000005   -0.000005
    6.169960    1.106442    1.106442    1.106442   -0.000006   -0.000006   -0.000006
    6.206686    1.089009    1.089009    1.089009   -0.000007   -0.000007   -0.000007
    6.243412    1.083946    1.083946    1.083946   -0.000007   -0.000007   -0.000007
    6.280138    1.091901    1.091901    1.091901   -0.000007   -0.000007   -0.000007
    6.316864    1.111252    1.111252    1.111252   -0.000006   -0.000006   -0.000006
    6.353590    1.138777    1.138777    1.138777   -0.000005   -0.000005   -0.000005
    6.390316    1.170478    1.170478    1.170478   -0.000005   -0.000005   -0.000005
    6.427041    1.202282    1.202282    1.202282   -0.000004   -0.000004   -0.000004
    6.463767    1.230574    1.230574    1.230574   -0.000004   -0.000004   -0.000004
    6.500493    1.252592    1.252592    1.252592   -0.000004   -0.000004   -0.000004
    6.537219    1.266766    1.266766    1.266766   -0.000004   -0.000004   -0.000004
    6.573945    1.272992    1.272992    1.272992   -0.000004   -0.000004   -0.000004
    6.610671    1.272695    1.272695    1.272695   -0.000004   -0.000004   -0.000004
    6.647397    1.268613    1.268613    1.268613   -0.000004   -0.000004   -0.000004
    6.684123    1.264254    1.264254    1.264254   -0.000004   -0.000004   -0.000004
    6.720849    1.263133    1.263133    1.263133   -0.000005   -0.000005   -0.000005
    6.757575    1.267989    1.267989    1.267989   -0.000005   -0.000005   -0.000005
    6.794301    1.280140    1.280140    1.280140   -0.000005   -0.000005   -0.000005
    6.831027    1.299118    1.299118    1.299118   -0.000006   -0.000006   -0.000006
    6.867753    1.322686    1.322686    1.322686   -0.000006   -0.000006   -0.000006
    6.904479    1.347243    1.347243    1.347243   -0.000006   -0.000006   -0.000006
    6.941205    1.368633    1.368633    1.368633   -0.000006   -0.000006   -0.000006
    6.977931    1.383226    1.383226    1.383226   -0.000005   -0.000005   -0.000005
    7.014657    1.389013    1.389013    1.389013   -0.000004   -0.000004   -0.000004
    7.051383    1.386352    1.386352    1.386352   -0.000003   -0.000003   -0.000003
    7.088109    1.378041    1.378041    1.378041   -0.000003   -0.000003   -0.000003
    7.124835    1.368600    1.368600    1.368600   -0.000003   -0.000003   -0.000003
    7.161560    1.362952    1.362952    1.362952   -0.000003   -0.000003   -0.000003
    7.198286    1.365000    1.365000    1.365000   -0.000003   -0.000003   -0.000003
    7.235012    1.376635    1.376635    1.376635   -0.000003   -0.000003   -0.000003
    7.271738    1.397518    1.397518    1.397518   -0.000003   -0.000003   -0.000003
    7.308464    1.425597    1.425597    1.425597   -0.000003   -0.000003   -0.000003
    7.345190    1.457989    1.457989    1.457989   -0.000003   -0.000003   -0.000003
    7.381916    1.491762    1.491762    1.491762   -0.000003   -0.000003   -0.000003
    7.418642    1.524328    1.524328    1.524328   -0.000004   -0.000004   -0.000004
    7.455368    1.553446    1.553446    1.553446   -0.000004   -0.000004   -0.000004
    7.492094    1.577088    1.577088    1.577088   -0.000005   -0.000005   -0.000005
    7.528820    1.593470    1.593470    1.593470   -0.000005   -0.000005   -0.000005
    7.565546    1.601349    1.601349    1.601349   -0.000006   -0.000006   -0.000006
    7.602272    1.600493    1.600493    1.600493   -0.000005   -0.000005   -0.000005
    7.638998    1.592027    1.592027    1.592027   -0.000005   -0.000005   -0.000005
    7.675724    1.578406    1.578406    1.578406   -0.000004   -0.000004   -0.000004
    7.712450    1.562925    1.562925    1.562925   -0.000003   -0.000003   -0.000003
    7.749176    1.548913    1.548913    1.548913   -0.000002   -0.000002   -0.000002
    7.785902    1.538918    1.538918    1.538918   -0.000002   -0.000002   -0.000002
    7.822628    1.534181    1.534181    1.534181   -0.000001   -0.000001   -0.000001
    7.859354    1.534547    1.534547    1.534547   -0.000000   -0.000000   -0.000000
    7.896080    1.538781    1.538781    1.538781   -0.000000   -0.000000   -0.000000
    7.932805    1.545073    1.545073    1.545073    0.000000    0.000000    0.000000
    7.969531    1.551533    1.551533    1.551533    0.000001    0.000001    0.000001
    8.006257    1.556548    1.556548    1.556548    0.000001    0.000001    0.000001
    8.042983    1.559005    1.559005    1.559005    0.000001    0.000001    0.000001
    8.079709    1.558396    1.558396    1.558396    0.000002    0.000002    0.000002
    8.116435    1.554852    1.554852    1.554852    0.000003    0.000003    0.000003
    8.153161    1.549067    1.549067    1.549067    0.000004    0.000004    0.000004
    8.189887    1.542106    1.542106    1.542106    0.000005    0.000005    0.000005
    8.226613    1.535109    1.535109    1.535109    0.000006    0.000006    0.000006
    8.263339    1.529003    1.529003    1.529003    0.000006    0.000006    0.000006
    8.300065    1.524296    1.524296    1.524296    0.000007    0.000007    0.000007
    8.336791    1.521003    1.521003    1.521003    0.000007    0.000007    0.000007
    8.373517    1.518696    1.518696    1.518696    0.000007    0.000007    0.000007
    8.410243    1.516618    1.516618    1.516618    0.000006    0.000006    0.000006
    8.446969    1.513825    1.513825    1.513825    0.000006    0.000006    0.000006
    8.483695    1.509371    1.509371    1.509371    0.000005    0.000005    0.000005
    8.520421    1.502503    1.502503    1.502503    0.000004    0.000004    0.000004
    8.557147    1.492840    1.492840    1.492840    0.000004    0.000004    0.000004
    8.593873    1.480473    1.480473    1.480473    0.000004    0.000004    0.000004
    8.630599    1.465943    1.465943    1.465943    0.000004    0.000004    0.000004
    8.667324    1.450111    1.450111    1.450111    0.000005    0.000005    0.000005
    8.704050    1.434010    1.434010    1.434010    0.000005    0.000005    0.000005
    8.740776    1.418754    1.418754    1.418754    0.000005    0.000005    0.000005
    8.777502    1.405508    1.405508    1.405508    0.000005    0.000005    0.000005
    8.814228    1.395449    1.395449    1.395449    0.000004    0.000004    0.000004
    8.850954    1.389632    1.389632    1.389632    0.000003    0.000003    0.000003
    8.887680    1.388726    1.388726    1.388726    0.000002    0.000002    0.000002
    8.924406    1.392727    1.392727    1.392727    0.000001    0.000001    0.000001
    8.961132    1.400839    1.400839    1.400839    0.000001    0.000001    0.000001
    8.997858    1.411661    1.411661    1.411661    0.000001    0.000001    0.000001
    9.034584    1.423677    1.423677    1.423677    0.000001    0.000001    0.000001
    9.071310    1.435798    1.435798    1.435798    0.000001    0.000001    0.000001
    9.108036    1.447684    1.447684    1.447684    0.000002    0.000002    0.000002
    9.144762    1.459622    1.459622    1.459622    0.000003    0.000003    0.000003
    9.181488    1.472013    1.472013    1.472013    0.000003    0.000003    0.000003
    9.218214    1.484753    1.484753    1.484753    0.000004    0.000004    0.000004
    9.254940    1.496891    1.496891    1.496891    0.000004    0.000004    0.000004
    9.291666    1.506790    1.506790    1.506790    0.000004    0.000004    0.000004
    9.328392    1.512757    1.512757    1.512757    0.000004    0.000004    0.000004
    9.365118    1.513823    1.513823    1.513823    0.000005    0.000005    0.000005
    9.401844    1.510243    1.510243    1.510243    0.000005    0.000005    0.000005
    9.438569    1.503474    1.503474    1.503474    0.000006    0.000006    0.000006
    9.475295    1.495622    1.495622    1.495622    0.000006    0.000006    0.000006
    9.512021    1.488660    1.488660    1.488660    0.000007    0.000007    0.000007
    9.548747    1.483799    1.483799    1.483799    0.000007    0.000007    0.000007
    9.585473    1.481249    1.481249    1.481249    0.000007    0.000007    0.000007
    9.622199    1.480398    1.480398    1.480398    0.000006    0.000006    0.000006
    9.658925    1.480231    1.480231    1.480231    0.000006    0.000006    0.000006
    9.695651    1.479744    1.479744    1.479744    0.000005    0.000005    0.000005
    9.732377    1.478201    1.478201    1.478201    0.000004    0.000004    0.000004
    9.769103    1.475259    1.475259    1.475259    0.000003    0.000003    0.000003
    9.805829    1.470992    1.470992    1.470992    0.000002    0.000002    0.000002
    9.842555    1.465920    1.465920    1.465920    0.000002    0.000002    0.000002
    9.879281    1.460970    1.460970    1.460970    0.000002    0.000002    0.000002
    9.916007    1.457311    1.457311    1.457311    0.000002    0.000002    0.000002
    9.952733    1.456015    1.456015    1.456015    0.000002    0.000002    0.000002
    9.989459    1.457630    1.457630    1.457630    0.000002    0.000002    0.000002
   10.026185    1.461813    1.461813    1.461813    0.000003    0.000003    0.000003
   10.062911    1.467219    1.467219    1.467219    0.000004    0.000004    0.000004
   10.099637    1.471719    1.471719    1.471719    0.000005    0.000005    0.000005
   10.136363    1.472888    1.472888    1.472888    0.000006    0.000006    0.000006
   10.173088    1.468612    1.468612    1.468612    0.000006    0.000006    0.000006
   10.209814    1.457627    1.457627    1.457627    0.000007    0.000007    0.000007
   10.246540    1.439844    1.439844    1.439844    0.000007    0.000007    0.000007
   10.283266    1.416377    1.416377    1.416377    0.000006    0.000006    0.000006
   10.319992    1.389266    1.389266    1.389266    0.000006    0.000006    0.000006
   10.356718    1.360972    1.360972    1.360972    0.000005    0.000005    0.000005
   10.393444    1.333786    1.333786    1.333786    0.000004    0.000004    0.000004
   10.430170    1.309339    1.309339    1.309339    0.000004    0.000004    0.000004
   10.466896    1.288396    1.288396    1.288396    0.000003    0.000003    0.000003
   10.503622    1.270977    1.270977    1.270977    0.000003    0.000003    0.000003
   10.540348    1.256733    1.256733    1.256733    0.000003    0.000003    0.000003
   10.577074    1.245376    1.245376    1.245376    0.000003    0.000003    0.000003
   10.613800    1.236955    1.236955    1.236955    0.000002    0.000002    0.000002
   10.650526    1.231864    1.231864    1.231864    0.000002    0.000002    0.000002
   10.687252    1.230643    1.230643    1.230643    0.000001    0.000001    0.000001
   10.723978    1.233692    1.233692    1.233692    0.000001    0.000001    0.000001
   10.760704    1.241074    1.241074    1.241074    0.000000    0.000000    0.000000
   10.797430    1.252457    1.252457    1.252457    0.000000    0.000000    0.000000
   10.834156    1.267184    1.267184    1.267184   -0.000000   -0.000000   -0.000000
   10.870882    1.284360    1.284360    1.284360   -0.000000   -0.000000   -0.000000
   10.907608    1.302909    1.302909    1.302909   -0.000000   -0.000000   -0.000000
   10.944333    1.321600    1.321600    1.321600    0.000000    0.000000    0.000000
   10.981059    1.339105    1.339105    1.339105    0.000001    0.000001    0.000001
   11.017785    1.354124    1.354124    1.354124    0.000001    0.000001    0.000001
   11.054511    1.365584    1.365584    1.365584    0.000002    0.000002    0.000002
   11.091237    1.372845    1.372845    1.372845    0.000002    0.000002    0.000002
   11.127963    1.375815    1.375815    1.375815    0.000002    0.000002    0.000002
   11.164689    1.374954    1.374954    1.374954    0.000002    0.000002    0.000002
   11.201415    1.371129    1.371129    1.371129    0.000002    0.000002    0.000002
   11.238141    1.365409    1.365409    1.365409    0.000001    0.000001    0.000001
   11.274867    1.358821    1.358821    1.358821   -0.000000   -0.000000   -0.000000
   11.311593    1.352182    1.352182    1.352182   -0.000001   -0.000001   -0.000001
   11.348319    1.346017    1.346017    1.346017   -0.000002   -0.000002   -0.000002
   11.385045    1.340627    1.340627    1.340627   -0.000003   -0.000003   -0.000003
   11.421771    1.336264    1.336264    1.336264   -0.000003   -0.000003   -0.000003
   11.458497    1.333340    1.333340    1.333340   -0.000002   -0.000002   -0.000002
   11.495223    1.332549    1.332549    1.332549   -0.000002   -0.000002   -0.000002
   11.531949    1.334799    1.334799    1.334799   -0.000002   -0.000002   -0.000002
   11.568675    1.340930    1.340930    1.340930   -0.000001   -0.000001   -0.000001
   11.605401    1.351313    1.351313    1.351313   -0.000002   -0.000002   -0.000002
   11.642127    1.365503    1.365503    1.365503   -0.000002   -0.000002   -0.000002
   11.678853    1.382150    1.382150    1.382150   -0.000002   -0.000002   -0.000002
   11.715578    1.399259    1.399259    1.399259   -0.000002   -0.000002   -0.000002
   11.752304    1.414721    1.414721    1.414721   -0.000002   -0.000002   -0.000002
   11.789030    1.426914    1.426914    1.426914   -0.000002   -0.000002   -0.000002
   11.825756    1.435090    1.435090    1.435090   -0.000002   -0.000002   -0.000002
   11.862482    1.439430    1.439430    1.439430   -0.000001   -0.000001   -0.000001
   11.899208    1.440732    1.440732    1.440732   -0.000001   -0.000001   -0.000001
   11.935934    1.439952    1.439952    1.439952   -0.000000   -0.000000   -0.000000
   11.972660    1.437804    1.437804    1.437804    0.000000    0.000000    0.000000
   12.009386    1.434596    1.434596    1.434596    0.000000    0.000000    0.000000
   12.046112    1.430331    1.430331    1.430331    0.000001    0.000001    0.000001
   12.082838    1.424947    1.424947    1.424947    0.000001    0.000001    0.000001
   12.119564    1.418555    1.418555    1.418555    0.000001    0.000001    0.000001
   12.156290    1.411511    1.411511    1.411511    0.000000    0.000000    0.000000
   12.193016    1.404332    1.404332    1.404332   -0.000000   -0.000000   -0.000000
   12.229742    1.397500    1.397500    1.397500   -0.000000   -0.000000   -0.000000
   12.266468    1.391302    1.391302    1.391302   -0.000001   -0.000001   -0.000001
   12.303194    1.385797    1.385797    1.385797   -0.000001   -0.000001   -0.000001
   12.339920    1.380939    1.380939    1.380939   -0.000001   -0.000001   -0.000001
   12.376646    1.376776    1.376776    1.376776   -0.000001   -0.000001   -0.000001
   12.413372    1.373593    1.373593    1.373593   -0.000000   -0.000000   -0.000000
   12.450097    1.371932    1.371932    1.371932    0.000000    0.000000    0.000000
   12.486823    1.372425    1.372425    1.372425    0.000001    0.000001    0.000001
   12.523549    1.375519    1.375519    1.375519    0.000001    0.000001    0.000001
   12.560275    1.381193    1.381193    1.381193    0.000002    0.000002    0.000002
   12.597001    1.388808    1.388808    1.388808    0.000003    0.000003    0.000003
   12.633727    1.397151    1.397151    1.397151    0.000003    0.000003    0.000003
   12.670453    1.404694    1.404694    1.404694    0.000004    0.000004    0.000004
   12.707179    1.409975    1.409975    1.409975    0.000005    0.000005    0.000005
   12.743905    1.411951    1.411951    1.411951    0.000006    0.000006    0.000006
   12.780631    1.410169    1.410169    1.410169    0.000007    0.000007    0.000007
   12.817357    1.404671    1.404671    1.404671    0.000007    0.000007    0.000007
   12.854083    1.395689    1.395689    1.395689    0.000008    0.000008    0.000008
   12.890809    1.383269    1.383269    1.383269    0.000008    0.000008    0.000008
   12.927535    1.367058    1.367058    1.367058    0.000008    0.000008    0.000008
   12.964261    1.346380    1.346380    1.346380    0.000008    0.000008    0.000008
   13.000987    1.320598    1.320598    1.320598    0.000008    0.000008    0.000008
   13.037713    1.289605    1.289605    1.289605    0.000008    0.000008    0.000008
   13.074439    1.254193    1.254193    1.254193    0.000007    0.000007    0.000007
   13.111165    1.216095    1.216095    1.216095    0.000007    0.000007    0.000007
   13.147891    1.177633    1.177633    1.177633    0.000006    0.000006    0.000006
   13.184617    1.141136    1.141136    1.141136    0.000006    0.000006    0.000006
   13.221342    1.108350    1.108350    1.108350    0.000005    0.000005    0.000005
   13.258068    1.080110    1.080110    1.080110    0.000004    0.000004    0.000004
   13.294794    1.056336    1.056336    1.056336    0.000004    0.000004    0.000004
   13.331520    1.036312    1.036312    1.036312    0.000004    0.000004    0.000004
