#  frequency dependent      REAL DIELECTRIC FUNCTION (independent particle, no local field effects)
#     E(ev)      X         Y         Z        XY        YZ        ZX
#  --------------------------------------------------------------------------------------
    1.405472   46.697974   46.697974   46.697974   -0.000000    0.000000    0.000000
    1.431991   47.209148   47.209148   47.209148   -0.000000    0.000000    0.000000
    1.458509   47.743292   47.743292   47.743292   -0.000000    0.000000    0.000000
    1.485027   48.301832   48.301832   48.301832   -0.000000    0.000000    0.000000
    1.511546   48.886214   48.886214   48.886214   -0.000000    0.000000    0.000000
    1.538064   49.498054   49.498054   49.498054   -0.000000    0.000000    0.000000
    1.564582   50.139162   50.139162   50.139162   -0.000000    0.000000    0.000000
    1.591101   50.811421   50.811421   50.811421   -0.000000    0.000000    0.000000
    1.617619   51.517031   51.517031   51.517031   -0.000000    0.000000    0.000000
    1.644137   52.258220   52.258220   52.258220   -0.000000    0.000000    0.000000
    1.670656   53.037694   53.037694   53.037694   -0.000000    0.000000    0.000000
    1.697174   53.858220   53.858220   53.858220   -0.000000    0.000000    0.000000
    1.723692   54.723048   54.723048   54.723048   -0.000000    0.000000    0.000000
    1.750211   55.635646   55.635646   55.635646   -0.000000    0.000000    0.000000
    1.776729   56.599987   56.599987   56.599987   -0.000000    0.000000    0.000000
    1.803248   57.620481   57.620481   57.620481   -0.000000    0.000000    0.000000
    1.829766   58.702056   58.702056   58.702056   -0.000000    0.000000    0.000000
    1.856284   59.850324   59.850324   59.850324   -0.000000    0.000000    0.000000
    1.882803   61.071560   61.071560   61.071560   -0.000000    0.000000    0.000000
    1.909321   62.372863   62.372863   62.372863   -0.000000    0.000000    0.000000
    1.935839   63.762244   63.762244   63.762244   -0.000000    0.000000    0.000000
    1.962358   65.248743   65.248743   65.248743   -0.000000    0.000000    0.000000
    1.988876   66.842437   66.842437   66.842437   -0.000000    0.000000    0.000000
    2.015394   68.554486   68.554486   68.554486   -0.000000    0.000000    0.000000
    2.041913   70.397100   70.397100   70.397100   -0.000000    0.000000    0.000000
    2.068431   72.383047   72.383047   72.383047   -0.000000    0.000000    0.000000
    2.094949   74.525418   74.525418   74.525418   -0.000000    0.000000    0.000000
    2.121468   76.836345   76.836345   76.836345   -0.000000    0.000000    0.000000
    2.147986   79.325829   79.325829   79.325829   -0.000000   -0.000000    0.000000
    2.174504   81.999623   81.999623   81.999623   -0.000000   -0.000000    0.000000
    2.201023   84.856572   84.856572   84.856572   -0.000000   -0.000000    0.000000
    2.227541   87.884989   87.884989   87.884989   -0.000000   -0.000000    0.000000
    2.254059   91.059319   91.059319   91.059319   -0.000000   -0.000000    0.000000
    2.280578   94.335568   94.335568   94.335568   -0.000000   -0.000000    0.000000
    2.307096   97.647824   97.647824   97.647824   -0.000000   -0.000000    0.000000
    2.333614  100.905402  100.905402  100.905402   -0.000000   -0.000000    0.000000
    2.360133  103.991381  103.991381  103.991381   -0.000000   -0.000000    0.000000
    2.386651  106.763673  106.763673  106.763673   -0.000000   -0.000000    0.000000
    2.413169  109.058114  109.058114  109.058114   -0.000000   -0.000000    0.000000
    2.439688  110.696041  110.696041  110.696041   -0.000000   -0.000000    0.000000
    2.466206  111.492550  111.492550  111.492550   -0.000000   -0.000000    0.000000
    2.492725  111.269085  111.269085  111.269085   -0.000000    0.000000    0.000000
    2.519243  109.866535  109.866535  109.866535   -0.000000    0.000000    0.000000
    2.545761  107.159166  107.159166  107.159166   -0.000000    0.000000    0.000000
    2.572280  103.068191  103.068191  103.068191   -0.000000    0.000000    0.000000
    2.598798   97.573552   97.573552   97.573552   -0.000000    0.000000    0.000000
    2.625316   90.722609   90.722609   90.722609   -0.000000    0.000000    0.000000
    2.651835   82.634457   82.634457   82.634457   -0.000000    0.000000    0.000000
    2.678353   73.499228   73.499228   73.499228   -0.000000    0.000000    0.000000
    2.704871   63.571166   63.571166   63.571166   -0.000000    0.000000    0.000000
    2.731390   53.155177   53.155177   53.155177   -0.000000    0.000000    0.000000
    2.757908   42.588278   42.588278   42.588278   -0.000000    0.000000   -0.000000
    2.784426   32.216039   32.216039   32.216039   -0.000000    0.000000   -0.000000
    2.810945   22.367319   22.367319   22.367319   -0.000000    0.000000   -0.000000
    2.837463   13.330106   13.330106   13.330106   -0.000000    0.000000   -0.000000
    2.863981    5.331225    5.331225    5.331225   -0.000000    0.000000   -0.000000
    2.890500   -1.477314   -1.477314   -1.477314   -0.000000    0.000000   -0.000000
    2.917018   -7.023725   -7.023725   -7.023725   -0.000000    0.000000   -0.000000
    2.943536  -11.313351  -11.313351  -11.313351   -0.000000    0.000000   -0.000000
    2.970055  -14.418382  -14.418382  -14.418382   -0.000000    0.000000   -0.000000
    2.996573  -16.462112  -16.462112  -16.462112    0.000000    0.000000   -0.000000
    3.023091  -17.601133  -17.601133  -17.601133    0.000000    0.000000   -0.000000
    3.049610  -18.007645  -18.007645  -18.007645    0.000000   -0.000000   -0.000000
    3.076128  -17.854387  -17.854387  -17.854387    0.000000   -0.000000    0.000000
    3.102646  -17.303501  -17.303501  -17.303501    0.000000   -0.000000    0.000000
    3.129165  -16.499398  -16.499398  -16.499398   -0.000000   -0.000000    0.000000
    3.155683  -15.565667  -15.565667  -15.565667   -0.000000   -0.000000    0.000000
    3.182201  -14.604422  -14.604422  -14.604422   -0.000000   -0.000000    0.000000
    3.208720  -13.697649  -13.697649  -13.697649   -0.000000   -0.000000    0.000000
    3.235238  -12.909009  -12.909009  -12.909009   -0.000000   -0.000000    0.000000
    3.261757  -12.285993  -12.285993  -12.285993   -0.000000   -0.000000    0.000000
    3.288275  -11.861853  -11.861853  -11.861853   -0.000000   -0.000000    0.000000
    3.314793  -11.657652  -11.657652  -11.657652   -0.000000   -0.000000    0.000000
    3.341312  -11.684316  -11.684316  -11.684316   -0.000000   -0.000000   -0.000000
    3.367830  -11.945118  -11.945118  -11.945118   -0.000000   -0.000000   -0.000000
    3.394348  -12.438190  -12.438190  -12.438190   -0.000000   -0.000000   -0.000000
    3.420867  -13.158961  -13.158961  -13.158961   -0.000000   -0.000000   -0.000000
    3.447385  -14.102059  -14.102059  -14.102059   -0.000000   -0.000000   -0.000000
    3.473903  -15.262195  -15.262195  -15.262195   -0.000000   -0.000000   -0.000000
    3.500422  -16.633839  -16.633839  -16.633839   -0.000000   -0.000000   -0.000000
    3.526940  -18.209756  -18.209756  -18.209756   -0.000000    0.000000   -0.000000
    3.553458  -19.978416  -19.978416  -19.978416   -0.000000    0.000000   -0.000000
    3.579977  -21.921268  -21.921268  -21.921268   -0.000000    0.000000   -0.000000
    3.606495  -24.010181  -24.010181  -24.010181   -0.000000    0.000000   -0.000000
    3.633013  -26.205884  -26.205884  -26.205884   -0.000000    0.000000   -0.000000
    3.659532  -28.457727  -28.457727  -28.457727   -0.000000    0.000000   -0.000000
    3.686050  -30.705330  -30.705330  -30.705330   -0.000000    0.000000   -0.000000
    3.712568  -32.881720  -32.881720  -32.881720   -0.000000    0.000000   -0.000000
    3.739087  -34.917886  -34.917886  -34.917886   -0.000000    0.000000   -0.000000
    3.765605  -36.748028  -36.748028  -36.748028   -0.000000    0.000000   -0.000000
    3.792123  -38.315014  -38.315014  -38.315014   -0.000000    0.000000   -0.000000
    3.818642  -39.574800  -39.574800  -39.574800   -0.000000    0.000000   -0.000000
    3.845160  -40.499969  -40.499969  -40.499969    0.000000    0.000000   -0.000000
    3.871678  -41.081033  -41.081033  -41.081033    0.000000    0.000000   -0.000000
    3.898197  -41.325964  -41.325964  -41.325964    0.000000    0.000000   -0.000000
    3.924715  -41.257908  -41.257908  -41.257908    0.000000   -0.000000    0.000000
    3.951234  -40.911351  -40.911351  -40.911351    0.000000   -0.000000    0.000000
    3.977752  -40.327859  -40.327859  -40.327859    0.000000   -0.000000    0.000000
    4.004270  -39.551533  -39.551533  -39.551533    0.000000   -0.000000    0.000000
    4.030789  -38.625503  -38.625503  -38.625503    0.000000   -0.000000   -0.000000
    4.057307  -37.589178  -37.589178  -37.589178    0.000000   -0.000000   -0.000000
    4.083825  -36.477000  -36.477000  -36.477000    0.000000   -0.000000   -0.000000
    4.110344  -35.318663  -35.318663  -35.318663    0.000000   -0.000000   -0.000000
    4.136862  -34.139941  -34.139941  -34.139941    0.000000   -0.000000   -0.000000
    4.163380  -32.964243  -32.964243  -32.964243    0.000000   -0.000000   -0.000000
    4.189899  -31.814450  -31.814450  -31.814450    0.000000   -0.000000   -0.000000
    4.216417  -30.714202  -30.714202  -30.714202    0.000000   -0.000000   -0.000000
    4.242935  -29.688832  -29.688832  -29.688832    0.000000   -0.000000   -0.000000
    4.269454  -28.765724  -28.765724  -28.765724    0.000000   -0.000000   -0.000000
    4.295972  -27.973559  -27.973559  -27.973559    0.000000   -0.000000   -0.000000
    4.322490  -27.341093  -27.341093  -27.341093    0.000000   -0.000000   -0.000000
    4.349009  -26.895038  -26.895038  -26.895038    0.000000   -0.000000   -0.000000
    4.375527  -26.657322  -26.657322  -26.657322    0.000000   -0.000000   -0.000000
    4.402045  -26.642153  -26.642153  -26.642153    0.000000   -0.000000   -0.000000
    4.428564  -26.853146  -26.853146  -26.853146    0.000000   -0.000000   -0.000000
    4.455082  -27.280942  -27.280942  -27.280942    0.000000   -0.000000   -0.000000
    4.481600  -27.901889  -27.901889  -27.901889    0.000000   -0.000000   -0.000000
    4.508119  -28.678381  -28.678381  -28.678381    0.000000   -0.000000   -0.000000
    4.534637  -29.560652  -29.560652  -29.560652    0.000000   -0.000000    0.000000
    4.561155  -30.490425  -30.490425  -30.490425    0.000000   -0.000000    0.000000
    4.587674  -31.405826  -31.405826  -31.405826    0.000000   -0.000000    0.000000
    4.614192  -32.246825  -32.246825  -32.246825    0.000000   -0.000000    0.000000
    4.640711  -32.960721  -32.960721  -32.960721    0.000000   -0.000000    0.000000
    4.667229  -33.506467  -33.506467  -33.506467    0.000000   -0.000000    0.000000
    4.693747  -33.857587  -33.857587  -33.857587    0.000000   -0.000000    0.000000
    4.720266  -34.002947  -34.002947  -34.002947    0.000000   -0.000000    0.000000
    4.746784  -33.946197  -33.946197  -33.946197    0.000000    0.000000    0.000000
    4.773302  -33.702919  -33.702919  -33.702919    0.000000    0.000000    0.000000
    4.799821  -33.297662  -33.297662  -33.297662    0.000000    0.000000    0.000000
    4.826339  -32.760073  -32.760073  -32.760073    0.000000    0.000000    0.000000
    4.852857  -32.121425  -32.121425  -32.121425    0.000000    0.000000    0.000000
    4.879376  -31.411946  -31.411946  -31.411946    0.000000    0.000000    0.000000
    4.905894  -30.658799  -30.658799  -30.658799    0.000000    0.000000    0.000000
    4.932412  -29.885155  -29.885155  -29.885155    0.000000    0.000000    0.000000
    4.958931  -29.109767  -29.109767  -29.109767    0.000000    0.000000    0.000000
    4.985449  -28.347352  -28.347352  -28.347352    0.000000    0.000000    0.000000
    5.011967  -27.609044  -27.609044  -27.609044    0.000000    0.000000   -0.000000
    5.038486  -26.903021  -26.903021  -26.903021    0.000000    0.000000   -0.000000
    5.065004  -26.235206  -26.235206  -26.235206    0.000000    0.000000   -0.000000
    5.091522  -25.609624  -25.609624  -25.609624    0.000000    0.000000   -0.000000
    5.118041  -25.028766  -25.028766  -25.028766    0.000000    0.000000   -0.000000
    5.144559  -24.493822  -24.493822  -24.493822    0.000000    0.000000   -0.000000
    5.171077  -24.004726  -24.004726  -24.004726    0.000000    0.000000   -0.000000
    5.197596  -23.560353  -23.560353  -23.560353    0.000000    0.000000   -0.000000
    5.224114  -23.158541  -23.158541  -23.158541    0.000000    0.000000   -0.000000
    5.250632  -22.796246  -22.796246  -22.796246    0.000000    0.000000   -0.000000
    5.277151  -22.469703  -22.469703  -22.469703    0.000000    0.000000   -0.000000
    5.303669  -22.174668  -22.174668  -22.174668    0.000000    0.000000   -0.000000
    5.330188  -21.906500  -21.906500  -21.906500    0.000000    0.000000   -0.000000
    5.356706  -21.660345  -21.660345  -21.660345    0.000000    0.000000   -0.000000
    5.383224  -21.431326  -21.431326  -21.431326    0.000000   -0.000000   -0.000000
    5.409743  -21.214593  -21.214593  -21.214593    0.000000   -0.000000   -0.000000
    5.436261  -21.005368  -21.005368  -21.005368    0.000000   -0.000000   -0.000000
    5.462779  -20.799107  -20.799107  -20.799107    0.000000   -0.000000   -0.000000
    5.489298  -20.591555  -20.591555  -20.591555    0.000000   -0.000000   -0.000000
    5.515816  -20.378849  -20.378849  -20.378849    0.000000   -0.000000   -0.000000
    5.542334  -20.157745  -20.157745  -20.157745    0.000000   -0.000000   -0.000000
    5.568853  -19.925656  -19.925656  -19.925656    0.000000   -0.000000   -0.000000
    5.595371  -19.680791  -19.680791  -19.680791    0.000000   -0.000000   -0.000000
    5.621889  -19.422259  -19.422259  -19.422259    0.000000   -0.000000   -0.000000
    5.648408  -19.149973  -19.149973  -19.149973    0.000000   -0.000000   -0.000000
    5.674926  -18.864618  -18.864618  -18.864618    0.000000   -0.000000   -0.000000
    5.701444  -18.567508  -18.567508  -18.567508    0.000000   -0.000000   -0.000000
    5.727963  -18.260493  -18.260493  -18.260493    0.000000   -0.000000   -0.000000
    5.754481  -17.945691  -17.945691  -17.945691    0.000000   -0.000000   -0.000000
    5.780999  -17.625461  -17.625461  -17.625461    0.000000   -0.000000   -0.000000
    5.807518  -17.302236  -17.302236  -17.302236    0.000000   -0.000000   -0.000000
    5.834036  -16.978463  -16.978463  -16.978463    0.000000   -0.000000   -0.000000
    5.860554  -16.656557  -16.656557  -16.656557    0.000000   -0.000000   -0.000000
    5.887073  -16.338880  -16.338880  -16.338880    0.000000   -0.000000   -0.000000
    5.913591  -16.027707  -16.027707  -16.027707    0.000000   -0.000000   -0.000000
    5.940109  -15.725188  -15.725188  -15.725188    0.000000   -0.000000   -0.000000
    5.966628  -15.433339  -15.433339  -15.433339    0.000000   -0.000000   -0.000000
    5.993146  -15.153999  -15.153999  -15.153999    0.000000   -0.000000   -0.000000
    6.019665  -14.888703  -14.888703  -14.888703    0.000000   -0.000000   -0.000000
    6.046183  -14.638670  -14.638670  -14.638670    0.000000   -0.000000   -0.000000
    6.072701  -14.404606  -14.404606  -14.404606    0.000000   -0.000000   -0.000000
    6.099220  -14.186699  -14.186699  -14.186699    0.000000   -0.000000   -0.000000
    6.125738  -13.984429  -13.984429  -13.984429    0.000000   -0.000000   -0.000000
    6.152256  -13.796616  -13.796616  -13.796616    0.000000   -0.000000   -0.000000
    6.178775  -13.621445  -13.621445  -13.621445    0.000000   -0.000000   -0.000000
    6.205293  -13.456548  -13.456548  -13.456548    0.000000   -0.000000   -0.000000
    6.231811  -13.299189  -13.299189  -13.299189    0.000000   -0.000000   -0.000000
    6.258330  -13.146570  -13.146570  -13.146570    0.000000   -0.000000   -0.000000
    6.284848  -12.996038  -12.996038  -12.996038    0.000000   -0.000000   -0.000000
    6.311366  -12.845398  -12.845398  -12.845398    0.000000   -0.000000   -0.000000
    6.337885  -12.693059  -12.693059  -12.693059    0.000000   -0.000000   -0.000000
    6.364403  -12.538188  -12.538188  -12.538188    0.000000   -0.000000   -0.000000
    6.390921  -12.380743  -12.380743  -12.380743    0.000000   -0.000000   -0.000000
    6.417440  -12.221296  -12.221296  -12.221296    0.000000   -0.000000   -0.000000
    6.443958  -12.060881  -12.060881  -12.060881    0.000000   -0.000000   -0.000000
    6.470476  -11.900814  -11.900814  -11.900814    0.000000   -0.000000   -0.000000
    6.496995  -11.742375  -11.742375  -11.742375    0.000000   -0.000000   -0.000000
    6.523513  -11.586700  -11.586700  -11.586700    0.000000   -0.000000   -0.000000
    6.550031  -11.434591  -11.434591  -11.434591    0.000000   -0.000000   -0.000000
    6.576550  -11.286532  -11.286532  -11.286532    0.000000   -0.000000   -0.000000
    6.603068  -11.142671  -11.142671  -11.142671    0.000000   -0.000000   -0.000000
    6.629586  -11.002969  -11.002969  -11.002969    0.000000   -0.000000   -0.000000
    6.656105  -10.867255  -10.867255  -10.867255    0.000000   -0.000000   -0.000000
    6.682623  -10.735390  -10.735390  -10.735390    0.000000   -0.000000   -0.000000
    6.709141  -10.607316  -10.607316  -10.607316    0.000000   -0.000000   -0.000000
    6.735660  -10.483111  -10.483111  -10.483111    0.000000   -0.000000   -0.000000
    6.762178  -10.362963  -10.362963  -10.362963    0.000000   -0.000000   -0.000000
    6.788697  -10.247109  -10.247109  -10.247109    0.000000   -0.000000   -0.000000
    6.815215  -10.135781  -10.135781  -10.135781    0.000000   -0.000000   -0.000000
    6.841733  -10.029067  -10.029067  -10.029067    0.000000   -0.000000   -0.000000
    6.868252   -9.926833   -9.926833   -9.926833    0.000000   -0.000000   -0.000000
    6.894770   -9.828706   -9.828706   -9.828706    0.000000   -0.000000   -0.000000
    6.921288   -9.734019   -9.734019   -9.734019    0.000000   -0.000000   -0.000000
    6.947807   -9.641862   -9.641862   -9.641862    0.000000   -0.000000   -0.000000
    6.974325   -9.551152   -9.551152   -9.551152    0.000000   -0.000000   -0.000000
    7.000843   -9.460773   -9.460773   -9.460773    0.000000   -0.000000   -0.000000
    7.027362   -9.369669   -9.369669   -9.369669    0.000000   -0.000000   -0.000000
    7.053880   -9.276954   -9.276954   -9.276954    0.000000   -0.000000   -0.000000
    7.080398   -9.182047   -9.182047   -9.182047    0.000000   -0.000000   -0.000000
    7.106917   -9.084704   -9.084704   -9.084704    0.000000   -0.000000   -0.000000
    7.133435   -8.985031   -8.985031   -8.985031    0.000000   -0.000000   -0.000000
    7.159953   -8.883435   -8.883435   -8.883435    0.000000   -0.000000   -0.000000
    7.186472   -8.780607   -8.780607   -8.780607    0.000000   -0.000000   -0.000000
    7.212990   -8.677365   -8.677365   -8.677365    0.000000   -0.000000   -0.000000
    7.239508   -8.574635   -8.574635   -8.574635    0.000000   -0.000000   -0.000000
    7.266027   -8.473321   -8.473321   -8.473321    0.000000   -0.000000   -0.000000
    7.292545   -8.374214   -8.374214   -8.374214    0.000000   -0.000000   -0.000000
    7.319063   -8.277946   -8.277946   -8.277946    0.000000   -0.000000   -0.000000
    7.345582   -8.184955   -8.184955   -8.184955    0.000000   -0.000000   -0.000000
    7.372100   -8.095398   -8.095398   -8.095398    0.000000   -0.000000   -0.000000
    7.398618   -8.009185   -8.009185   -8.009185    0.000000   -0.000000   -0.000000
    7.425137   -7.925950   -7.925950   -7.925950    0.000000   -0.000000   -0.000000
    7.451655   -7.845126   -7.845126   -7.845126    0.000000   -0.000000   -0.000000
    7.478174   -7.765963   -7.765963   -7.765963    0.000000   -0.000000   -0.000000
    7.504692   -7.687639   -7.687639   -7.687639    0.000000   -0.000000   -0.000000
    7.531210   -7.609397   -7.609397   -7.609397    0.000000   -0.000000   -0.000000
    7.557729   -7.530639   -7.530639   -7.530639    0.000000   -0.000000   -0.000000
    7.584247   -7.451043   -7.451043   -7.451043    0.000000   -0.000000   -0.000000
    7.610765   -7.370630   -7.370630   -7.370630    0.000000   -0.000000   -0.000000
    7.637284   -7.289828   -7.289828   -7.289828    0.000000   -0.000000   -0.000000
    7.663802   -7.209366   -7.209366   -7.209366    0.000000   -0.000000   -0.000000
    7.690320   -7.130272   -7.130272   -7.130272    0.000000   -0.000000   -0.000000
    7.716839   -7.053681   -7.053681   -7.053681    0.000000   -0.000000   -0.000000
    7.743357   -6.980697   -6.980697   -6.980697    0.000000   -0.000000   -0.000000
    7.769875   -6.912205   -6.912205   -6.912205    0.000000   -0.000000   -0.000000
    7.796394   -6.848741   -6.848741   -6.848741    0.000000   -0.000000   -0.000000
    7.822912   -6.790387   -6.790387   -6.790387    0.000000   -0.000000   -0.000000
    7.849430   -6.736723   -6.736723   -6.736723    0.000000   -0.000000   -0.000000
    7.875949   -6.686859   -6.686859   -6.686859    0.000000   -0.000000   -0.000000
    7.902467   -6.639522   -6.639522   -6.639522    0.000000   -0.000000   -0.000000
    7.928985   -6.593217   -6.593217   -6.593217    0.000000   -0.000000   -0.000000
    7.955504   -6.546398   -6.546398   -6.546398    0.000000   -0.000000   -0.000000
    7.982022   -6.497652   -6.497652   -6.497652    0.000000   -0.000000   -0.000000
    8.008540   -6.445869   -6.445869   -6.445869    0.000000   -0.000000   -0.000000
    8.035059   -6.390354   -6.390354   -6.390354    0.000000   -0.000000   -0.000000
    8.061577   -6.330887   -6.330887   -6.330887    0.000000   -0.000000   -0.000000
    8.088095   -6.267736   -6.267736   -6.267736    0.000000   -0.000000   -0.000000
    8.114614   -6.201543   -6.201543   -6.201543    0.000000   -0.000000   -0.000000
    8.141132   -6.133286   -6.133286   -6.133286    0.000000   -0.000000   -0.000000
    8.167651   -6.064091   -6.064091   -6.064091    0.000000   -0.000000   -0.000000
    8.194169   -5.995133   -5.995133   -5.995133    0.000000   -0.000000   -0.000000
    8.220687   -5.927516   -5.927516   -5.927516    0.000000   -0.000000   -0.000000
    8.247206   -5.862208   -5.862208   -5.862208    0.000000   -0.000000   -0.000000
    8.273724   -5.799990   -5.799990   -5.799990    0.000000   -0.000000   -0.000000
    8.300242   -5.741431   -5.741431   -5.741431    0.000000   -0.000000   -0.000000
    8.326761   -5.686933   -5.686933   -5.686933    0.000000   -0.000000   -0.000000
    8.353279   -5.636718   -5.636718   -5.636718    0.000000   -0.000000   -0.000000
    8.379797   -5.590872   -5.590872   -5.590872    0.000000   -0.000000   -0.000000
    8.406316   -5.549346   -5.549346   -5.549346    0.000000   -0.000000   -0.000000
    8.432834   -5.511989   -5.511989   -5.511989    0.000000   -0.000000   -0.000000
    8.459352   -5.478513   -5.478513   -5.478513    0.000000   -0.000000   -0.000000
    8.485871   -5.448546   -5.448546   -5.448546    0.000000   -0.000000   -0.000000
    8.512389   -5.421615   -5.421615   -5.421615    0.000000   -0.000000   -0.000000
    8.538907   -5.397173   -5.397173   -5.397173    0.000000   -0.000000   -0.000000
    8.565426   -5.374630   -5.374630   -5.374630    0.000000   -0.000000   -0.000000
    8.591944   -5.353383   -5.353383   -5.353383    0.000000   -0.000000   -0.000000
    8.618462   -5.332828   -5.332828   -5.332828    0.000000   -0.000000   -0.000000
    8.644981   -5.312417   -5.312417   -5.312417    0.000000   -0.000000   -0.000000
    8.671499   -5.291648   -5.291648   -5.291648    0.000000   -0.000000   -0.000000
    8.698017   -5.270052   -5.270052   -5.270052    0.000000   -0.000000   -0.000000
    8.724536   -5.247245   -5.247245   -5.247245    0.000000   -0.000000   -0.000000
    8.751054   -5.222864   -5.222864   -5.222864    0.000000   -0.000000   -0.000000
    8.777572   -5.196592   -5.196592   -5.196592    0.000000   -0.000000   -0.000000
    8.804091   -5.168159   -5.168159   -5.168159    0.000000   -0.000000   -0.000000
    8.830609   -5.137333   -5.137333   -5.137333    0.000000   -0.000000   -0.000000
    8.857128   -5.103957   -5.103957   -5.103957    0.000000   -0.000000   -0.000000
    8.883646   -5.067937   -5.067937   -5.067937    0.000000   -0.000000   -0.000000
    8.910164   -5.029294   -5.029294   -5.029294    0.000000   -0.000000   -0.000000
    8.936683   -4.988163   -4.988163   -4.988163    0.000000   -0.000000   -0.000000
    8.963201   -4.944787   -4.944787   -4.944787    0.000000   -0.000000   -0.000000
    8.989719   -4.899541   -4.899541   -4.899541    0.000000   -0.000000   -0.000000
    9.016238   -4.852892   -4.852892   -4.852892    0.000000   -0.000000   -0.000000
    9.042756   -4.805386   -4.805386   -4.805386    0.000000   -0.000000   -0.000000
    9.069274   -4.757623   -4.757623   -4.757623    0.000000   -0.000000   -0.000000
    9.095793   -4.710201   -4.710201   -4.710201    0.000000   -0.000000   -0.000000
    9.122311   -4.663719   -4.663719   -4.663719    0.000000   -0.000000   -0.000000
    9.148829   -4.618715   -4.618715   -4.618715    0.000000   -0.000000   -0.000000
    9.175348   -4.575676   -4.575676   -4.575676    0.000000   -0.000000   -0.000000
    9.201866   -4.534982   -4.534982   -4.534982    0.000000   -0.000000   -0.000000
