#  frequency dependent      REAL DIELECTRIC FUNCTION (independent particle, no local field effects)
#     E(ev)      X         Y         Z        XY        YZ        ZX
#  --------------------------------------------------------------------------------------
    1.500335   11.784921   11.784921   11.784921   -0.000016   -0.000016   -0.000016
    1.539818   11.811010   11.811010   11.811010   -0.000016   -0.000016   -0.000016
    1.579300   11.865495   11.865495   11.865495   -0.000017   -0.000017   -0.000017
    1.618783   11.968192   11.968192   11.968192   -0.000017   -0.000017   -0.000017
    1.658265   12.125158   12.125158   12.125158   -0.000017   -0.000017   -0.000017
    1.697748   12.326892   12.326892   12.326892   -0.000017   -0.000017   -0.000017
    1.737230   12.551981   12.551981   12.551981   -0.000018   -0.000018   -0.000018
    1.776713   12.774251   12.774251   12.774251   -0.000019   -0.000019   -0.000019
    1.816195   12.970156   12.970156   12.970156   -0.000019   -0.000019   -0.000019
    1.855678   13.123810   13.123810   13.123810   -0.000020   -0.000020   -0.000020
    1.895160   13.228443   13.228443   13.228443   -0.000020   -0.000020   -0.000020
    1.934643   13.284380   13.284380   13.284380   -0.000021   -0.000021   -0.000021
    1.974125   13.294819   13.294819   13.294819   -0.000021   -0.000021   -0.000021
    2.013608   13.260649   13.260649   13.260649   -0.000021   -0.000021   -0.000021
    2.053090   13.176054   13.176054   13.176054   -0.000021   -0.000021   -0.000021
    2.092573   13.026957   13.026957   13.026957   -0.000020   -0.000020   -0.000020
    2.132055   12.793812   12.793812   12.793812   -0.000018   -0.000018   -0.000018
    2.171538   12.459110   12.459110   12.459110   -0.000015   -0.000015   -0.000015
    2.211020   12.017449   12.017449   12.017449   -0.000012   -0.000012   -0.000012
    2.250503   11.484107   11.484107   11.484107   -0.000009   -0.000009   -0.000009
    2.289985   10.897728   10.897728   10.897728   -0.000006   -0.000006   -0.000006
    2.329468   10.314627   10.314627   10.314627   -0.000006   -0.000006   -0.000006
    2.368950    9.795738    9.795738    9.795738   -0.000007   -0.000007   -0.000007
    2.408433    9.390564    9.390564    9.390564   -0.000010   -0.000010   -0.000010
    2.447915    9.123596    9.123596    9.123596   -0.000014   -0.000014   -0.000014
    2.487398    8.987741    8.987741    8.987741   -0.000017   -0.000017   -0.000017
    2.526880    8.946546    8.946546    8.946546   -0.000019   -0.000019   -0.000019
    2.566363    8.944140    8.944140    8.944140   -0.000019   -0.000019   -0.000019
    2.605845    8.919709    8.919709    8.919709   -0.000018   -0.000018   -0.000018
    2.645328    8.822642    8.822642    8.822642   -0.000015   -0.000015   -0.000015
    2.684810    8.624569    8.624569    8.624569   -0.000012   -0.000012   -0.000012
    2.724293    8.325578    8.325578    8.325578   -0.000009   -0.000009   -0.000009
    2.763775    7.953010    7.953010    7.953010   -0.000007   -0.000007   -0.000007
    2.803258    7.553137    7.553137    7.553137   -0.000006   -0.000006   -0.000006
    2.842740    7.177501    7.177501    7.177501   -0.000006   -0.000006   -0.000006
    2.882223    6.868138    6.868138    6.868138   -0.000006   -0.000006   -0.000006
    2.921706    6.646252    6.646252    6.646252   -0.000006   -0.000006   -0.000006
    2.961188    6.508353    6.508353    6.508353   -0.000007   -0.000007   -0.000007
    3.000671    6.430962    6.430962    6.430962   -0.000007   -0.000007   -0.000007
    3.040153    6.381600    6.381600    6.381600   -0.000008   -0.000008   -0.000008
    3.079636    6.331188    6.331188    6.331188   -0.000008   -0.000008   -0.000008
    3.119118    6.262699    6.262699    6.262699   -0.000009   -0.000009   -0.000009
    3.158601    6.172971    6.172971    6.172971   -0.000009   -0.000009   -0.000009
    3.198083    6.068076    6.068076    6.068076   -0.000008   -0.000008   -0.000008
    3.237566    5.955586    5.955586    5.955586   -0.000005   -0.000005   -0.000005
    3.277048    5.838234    5.838234    5.838234   -0.000002   -0.000002   -0.000002
    3.316531    5.712076    5.712076    5.712076    0.000003    0.000003    0.000003
    3.356013    5.569392    5.569392    5.569392    0.000008    0.000008    0.000008
    3.395496    5.403712    5.403712    5.403712    0.000012    0.000012    0.000012
    3.434978    5.213439    5.213439    5.213439    0.000015    0.000015    0.000015
    3.474461    5.002040    5.002040    5.002040    0.000016    0.000016    0.000016
    3.513943    4.775489    4.775489    4.775489    0.000016    0.000016    0.000016
    3.553426    4.539689    4.539689    4.539689    0.000014    0.000014    0.000014
    3.592908    4.300256    4.300256    4.300256    0.000012    0.000012    0.000012
    3.632391    4.064668    4.064668    4.064668    0.000009    0.000009    0.000009
    3.671873    3.844530    3.844530    3.844530    0.000007    0.000007    0.000007
    3.711356    3.655274    3.655274    3.655274    0.000004    0.000004    0.000004
    3.750838    3.512346    3.512346    3.512346    0.000002    0.000002    0.000002
    3.790321    3.425350    3.425350    3.425350   -0.000000   -0.000000   -0.000000
    3.829803    3.392979    3.392979    3.392979   -0.000002   -0.000002   -0.000002
    3.869286    3.401231    3.401231    3.401231   -0.000002   -0.000002   -0.000002
    3.908768    3.425798    3.425798    3.425798   -0.000002   -0.000002   -0.000002
    3.948251    3.438131    3.438131    3.438131   -0.000001   -0.000001   -0.000001
    3.987733    3.413435    3.413435    3.413435    0.000001    0.000001    0.000001
    4.027216    3.338289    3.338289    3.338289    0.000003    0.000003    0.000003
    4.066698    3.215223    3.215223    3.215223    0.000005    0.000005    0.000005
    4.106181    3.062229    3.062229    3.062229    0.000006    0.000006    0.000006
    4.145663    2.906935    2.906935    2.906935    0.000006    0.000006    0.000006
    4.185146    2.777416    2.777416    2.777416    0.000005    0.000005    0.000005
    4.224628    2.693266    2.693266    2.693266    0.000004    0.000004    0.000004
    4.264111    2.660376    2.660376    2.660376    0.000002    0.000002    0.000002
    4.303593    2.670973    2.670973    2.670973    0.000000    0.000000    0.000000
    4.343076    2.708130    2.708130    2.708130   -0.000001   -0.000001   -0.000001
    4.382558    2.752426    2.752426    2.752426   -0.000001   -0.000001   -0.000001
    4.422041    2.788152    2.788152    2.788152   -0.000002   -0.000002   -0.000002
    4.461523    2.807248    2.807248    2.807248   -0.000001   -0.000001   -0.000001
    4.501006    2.810274    2.810274    2.810274   -0.000001   -0.000001   -0.000001
    4.540488    2.804616    2.804616    2.804616   -0.000002   -0.000002   -0.000002
    4.579971    2.800825    2.800825    2.800825   -0.000002   -0.000002   -0.000002
    4.619453    2.808354    2.808354    2.808354   -0.000003   -0.000003   -0.000003
    4.658936    2.832056    2.832056    2.832056   -0.000004   -0.000004   -0.000004
    4.698418    2.870560    2.870560    2.870560   -0.000004   -0.000004   -0.000004
    4.737901    2.916982    2.916982    2.916982   -0.000004   -0.000004   -0.000004
    4.777383    2.961589    2.961589    2.961589   -0.000004   -0.000004   -0.000004
    4.816866    2.995313    2.995313    2.995313   -0.000003   -0.000003   -0.000003
    4.856348    3.012640    3.012640    3.012640   -0.000001   -0.000001   -0.000001
    4.895831    3.012791    3.012791    3.012791    0.000000    0.000000    0.000000
    4.935313    2.998949    2.998949    2.998949    0.000002    0.000002    0.000002
    4.974796    2.976255    2.976255    2.976255    0.000003    0.000003    0.000003
    5.014278    2.949730    2.949730    2.949730    0.000004    0.000004    0.000004
    5.053761    2.923028    2.923028    2.923028    0.000005    0.000005    0.000005
    5.093243    2.898191    2.898191    2.898191    0.000005    0.000005    0.000005
    5.132726    2.875979    2.875979    2.875979    0.000004    0.000004    0.000004
    5.172208    2.856308    2.856308    2.856308    0.000003    0.000003    0.000003
    5.211691    2.838523    2.838523    2.838523    0.000001    0.000001    0.000001
    5.251173    2.821588    2.821588    2.821588    0.000000    0.000000    0.000000
    5.290656    2.804286    2.804286    2.804286   -0.000001   -0.000001   -0.000001
    5.330138    2.785436    2.785436    2.785436   -0.000001   -0.000001   -0.000001
    5.369621    2.764028    2.764028    2.764028   -0.000001   -0.000001   -0.000001
    5.409103    2.739419    2.739419    2.739419   -0.000000   -0.000000   -0.000000
    5.448586    2.711690    2.711690    2.711690   -0.000000   -0.000000   -0.000000
    5.488068    2.682211    2.682211    2.682211   -0.000000   -0.000000   -0.000000
    5.527551    2.654127    2.654127    2.654127   -0.000000   -0.000000   -0.000000
    5.567033    2.632283    2.632283    2.632283   -0.000000   -0.000000   -0.000000
    5.606516    2.622299    2.622299    2.622299   -0.000001   -0.000001   -0.000001
    5.645998    2.628942    2.628942    2.628942   -0.000001   -0.000001   -0.000001
    5.685481    2.654429    2.654429    2.654429   -0.000001   -0.000001   -0.000001
    5.724963    2.697435    2.697435    2.697435   -0.000000   -0.000000   -0.000000
    5.764446    2.753292    2.753292    2.753292    0.000000    0.000000    0.000000
    5.803929    2.815254    2.815254    2.815254    0.000001    0.000001    0.000001
    5.843411    2.876282    2.876282    2.876282    0.000002    0.000002    0.000002
    5.882894    2.930643    2.930643    2.930643    0.000002    0.000002    0.000002
    5.922376    2.974874    2.974874    2.974874    0.000002    0.000002    0.000002
    5.961859    3.008122    3.008122    3.008122    0.000002    0.000002    0.000002
    6.001341    3.032031    3.032031    3.032031    0.000002    0.000002    0.000002
    6.040824    3.050312    3.050312    3.050312    0.000002    0.000002    0.000002
    6.080306    3.067971    3.067971    3.067971    0.000002    0.000002    0.000002
    6.119789    3.090123    3.090123    3.090123    0.000002    0.000002    0.000002
    6.159271    3.120573    3.120573    3.120573    0.000002    0.000002    0.000002
    6.198754    3.160534    3.160534    3.160534    0.000002    0.000002    0.000002
    6.238236    3.207857    3.207857    3.207857    0.000002    0.000002    0.000002
    6.277719    3.256893    3.256893    3.256893    0.000002    0.000002    0.000002
    6.317201    3.298804    3.298804    3.298804    0.000002    0.000002    0.000002
    6.356684    3.322332    3.322332    3.322332    0.000002    0.000002    0.000002
    6.396166    3.315212    3.315212    3.315212    0.000002    0.000002    0.000002
    6.435649    3.266591    3.266591    3.266591    0.000003    0.000003    0.000003
    6.475131    3.170265    3.170265    3.170265    0.000004    0.000004    0.000004
    6.514614    3.027725    3.027725    3.027725    0.000005    0.000005    0.000005
    6.554096    2.849499    2.849499    2.849499    0.000006    0.000006    0.000006
    6.593579    2.653686    2.653686    2.653686    0.000006    0.000006    0.000006
    6.633061    2.461721    2.461721    2.461721    0.000007    0.000007    0.000007
    6.672544    2.292857    2.292857    2.292857    0.000007    0.000007    0.000007
    6.712026    2.159390    2.159390    2.159390    0.000007    0.000007    0.000007
    6.751509    2.064310    2.064310    2.064310    0.000006    0.000006    0.000006
    6.790991    2.001889    2.001889    2.001889    0.000006    0.000006    0.000006
    6.830474    1.960639    1.960639    1.960639    0.000006    0.000006    0.000006
    6.869956    1.927390    1.927390    1.927390    0.000006    0.000006    0.000006
    6.909439    1.891133    1.891133    1.891133    0.000006    0.000006    0.000006
    6.948921    1.845593    1.845593    1.845593    0.000006    0.000006    0.000006
    6.988404    1.790011    1.790011    1.790011    0.000006    0.000006    0.000006
    7.027886    1.728221    1.728221    1.728221    0.000006    0.000006    0.000006
    7.067369    1.666614    1.666614    1.666614    0.000006    0.000006    0.000006
    7.106851    1.611842    1.611842    1.611842    0.000006    0.000006    0.000006
    7.146334    1.568973    1.568973    1.568973    0.000006    0.000006    0.000006
    7.185816    1.540440    1.540440    1.540440    0.000006    0.000006    0.000006
    7.225299    1.525730    1.525730    1.525730    0.000006    0.000006    0.000006
    7.264781    1.521599    1.521599    1.521599    0.000006    0.000006    0.000006
    7.304264    1.522624    1.522624    1.522624    0.000007    0.000007    0.000007
    7.343746    1.522071    1.522071    1.522071    0.000007    0.000007    0.000007
    7.383229    1.513024    1.513024    1.513024    0.000007    0.000007    0.000007
    7.422711    1.489635    1.489635    1.489635    0.000006    0.000006    0.000006
    7.462194    1.448222    1.448222    1.448222    0.000006    0.000006    0.000006
    7.501676    1.387969    1.387969    1.387969    0.000006    0.000006    0.000006
    7.541159    1.311068    1.311068    1.311068    0.000005    0.000005    0.000005
    7.580641    1.222334    1.222334    1.222334    0.000005    0.000005    0.000005
    7.620124    1.128345    1.128345    1.128345    0.000004    0.000004    0.000004
    7.659606    1.036229    1.036229    1.036229    0.000004    0.000004    0.000004
    7.699089    0.952305    0.952305    0.952305    0.000004    0.000004    0.000004
    7.738571    0.880868    0.880868    0.880868    0.000005    0.000005    0.000005
    7.778054    0.823492    0.823492    0.823492    0.000005    0.000005    0.000005
    7.817536    0.779179    0.779179    0.779179    0.000006    0.000006    0.000006
    7.857019    0.745284    0.745284    0.745284    0.000006    0.000006    0.000006
    7.896501    0.718842    0.718842    0.718842    0.000006    0.000006    0.000006
    7.935984    0.697619    0.697619    0.697619    0.000006    0.000006    0.000006
    7.975466    0.680383    0.680383    0.680383    0.000005    0.000005    0.000005
    8.014949    0.666370    0.666370    0.666370    0.000004    0.000004    0.000004
    8.054431    0.654386    0.654386    0.654386    0.000004    0.000004    0.000004
    8.093914    0.642370    0.642370    0.642370    0.000003    0.000003    0.000003
    8.133396    0.627812    0.627812    0.627812    0.000003    0.000003    0.000003
    8.172879    0.608984    0.608984    0.608984    0.000003    0.000003    0.000003
    8.212361    0.586220    0.586220    0.586220    0.000003    0.000003    0.000003
    8.251844    0.562477    0.562477    0.562477    0.000003    0.000003    0.000003
    8.291326    0.542679    0.542679    0.542679    0.000004    0.000004    0.000004
    8.330809    0.531999    0.531999    0.531999    0.000004    0.000004    0.000004
    8.370291    0.533745    0.533745    0.533745    0.000004    0.000004    0.000004
    8.409774    0.547705    0.547705    0.547705    0.000004    0.000004    0.000004
    8.449256    0.569589    0.569589    0.569589    0.000004    0.000004    0.000004
    8.488739    0.591811    0.591811    0.591811    0.000004    0.000004    0.000004
    8.528221    0.605364    0.605364    0.605364    0.000003    0.000003    0.000003
    8.567704    0.602256    0.602256    0.602256    0.000003    0.000003    0.000003
    8.607186    0.577775    0.577775    0.577775    0.000003    0.000003    0.000003
    8.646669    0.531933    0.531933    0.531933    0.000003    0.000003    0.000003
    8.686152    0.469622    0.469622    0.469622    0.000003    0.000003    0.000003
    8.725634    0.399429    0.399429    0.399429    0.000003    0.000003    0.000003
    8.765117    0.331413    0.331413    0.331413    0.000003    0.000003    0.000003
    8.804599    0.274515    0.274515    0.274515    0.000003    0.000003    0.000003
    8.844082    0.234396    0.234396    0.234396    0.000003    0.000003    0.000003
    8.883564    0.212355    0.212355    0.212355    0.000002    0.000002    0.000002
    8.923047    0.205516    0.205516    0.205516    0.000002    0.000002    0.000002
    8.962529    0.208095    0.208095    0.208095    0.000002    0.000002    0.000002
    9.002012    0.213193    0.213193    0.213193    0.000002    0.000002    0.000002
    9.041494    0.214572    0.214572    0.214572    0.000002    0.000002    0.000002
    9.080977    0.208084    0.208084    0.208084    0.000003    0.000003    0.000003
    9.120459    0.192536    0.192536    0.192536    0.000003    0.000003    0.000003
    9.159942    0.169949    0.169949    0.169949    0.000003    0.000003    0.000003
    9.199424    0.145047    0.145047    0.145047    0.000003    0.000003    0.000003
    9.238907    0.123979    0.123979    0.123979    0.000004    0.000004    0.000004
    9.278389    0.112448    0.112448    0.112448    0.000004    0.000004    0.000004
    9.317872    0.113753    0.113753    0.113753    0.000004    0.000004    0.000004
    9.357354    0.127448    0.127448    0.127448    0.000003    0.000003    0.000003
    9.396837    0.149208    0.149208    0.149208    0.000003    0.000003    0.000003
    9.436319    0.172054    0.172054    0.172054    0.000004    0.000004    0.000004
    9.475802    0.188609    0.188609    0.188609    0.000004    0.000004    0.000004
    9.515284    0.193598    0.193598    0.193598    0.000004    0.000004    0.000004
    9.554767    0.185724    0.185724    0.185724    0.000004    0.000004    0.000004
    9.594249    0.168217    0.168217    0.168217    0.000003    0.000003    0.000003
    9.633732    0.147855    0.147855    0.147855    0.000003    0.000003    0.000003
    9.673214    0.132776    0.132776    0.132776    0.000002    0.000002    0.000002
    9.712697    0.129869    0.129869    0.129869    0.000001    0.000001    0.000001
    9.752179    0.142666    0.142666    0.142666    0.000001    0.000001    0.000001
    9.791662    0.170412    0.170412    0.170412    0.000000    0.000000    0.000000
    9.831144    0.208503    0.208503    0.208503    0.000000    0.000000    0.000000
    9.870627    0.250000    0.250000    0.250000    0.000000    0.000000    0.000000
    9.910109    0.287577    0.287577    0.287577    0.000001    0.000001    0.000001
    9.949592    0.315326    0.315326    0.315326    0.000001    0.000001    0.000001
    9.989074    0.330045    0.330045    0.330045    0.000002    0.000002    0.000002
   10.028557    0.331865    0.331865    0.331865    0.000003    0.000003    0.000003
   10.068039    0.324198    0.324198    0.324198    0.000003    0.000003    0.000003
   10.107522    0.313037    0.313037    0.313037    0.000003    0.000003    0.000003
   10.147004    0.305616    0.305616    0.305616    0.000003    0.000003    0.000003
   10.186487    0.308651    0.308651    0.308651    0.000002    0.000002    0.000002
   10.225969    0.326513    0.326513    0.326513    0.000001    0.000001    0.000001
   10.265452    0.359910    0.359910    0.359910    0.000001    0.000001    0.000001
   10.304934    0.405598    0.405598    0.405598    0.000000    0.000000    0.000000
   10.344417    0.457250    0.457250    0.457250    0.000001    0.000001    0.000001
   10.383899    0.507301    0.507301    0.507301    0.000001    0.000001    0.000001
   10.423382    0.549070    0.549070    0.549070    0.000001    0.000001    0.000001
   10.462864    0.578414    0.578414    0.578414    0.000002    0.000002    0.000002
   10.502347    0.594324    0.594324    0.594324    0.000002    0.000002    0.000002
   10.541829    0.598385    0.598385    0.598385    0.000002    0.000002    0.000002
   10.581312    0.593525    0.593525    0.593525    0.000002    0.000002    0.000002
   10.620794    0.582766    0.582766    0.582766    0.000002    0.000002    0.000002
   10.660277    0.568551    0.568551    0.568551    0.000002    0.000002    0.000002
   10.699759    0.552775    0.552775    0.552775    0.000001    0.000001    0.000001
   10.739242    0.537198    0.537198    0.537198    0.000001    0.000001    0.000001
   10.778724    0.523721    0.523721    0.523721    0.000001    0.000001    0.000001
   10.818207    0.514263    0.514263    0.514263    0.000002    0.000002    0.000002
   10.857689    0.510327    0.510327    0.510327    0.000002    0.000002    0.000002
   10.897172    0.512573    0.512573    0.512573    0.000002    0.000002    0.000002
   10.936654    0.520699    0.520699    0.520699    0.000003    0.000003    0.000003
   10.976137    0.533634    0.533634    0.533634    0.000003    0.000003    0.000003
   11.015619    0.549912    0.549912    0.549912    0.000003    0.000003    0.000003
   11.055102    0.568129    0.568129    0.568129    0.000003    0.000003    0.000003
   11.094584    0.587356    0.587356    0.587356    0.000002    0.000002    0.000002
   11.134067    0.607537    0.607537    0.607537    0.000002    0.000002    0.000002
   11.173549    0.629644    0.629644    0.629644    0.000001    0.000001    0.000001
   11.213032    0.655373    0.655373    0.655373    0.000001    0.000001    0.000001
   11.252514    0.686339    0.686339    0.686339    0.000001    0.000001    0.000001
   11.291997    0.722951    0.722951    0.722951    0.000001    0.000001    0.000001
   11.331479    0.763574    0.763574    0.763574    0.000001    0.000001    0.000001
   11.370962    0.804444    0.804444    0.804444    0.000001    0.000001    0.000001
   11.410444    0.840557    0.840557    0.840557    0.000001    0.000001    0.000001
   11.449927    0.867172    0.867172    0.867172    0.000001    0.000001    0.000001
   11.489409    0.881223    0.881223    0.881223    0.000002    0.000002    0.000002
   11.528892    0.881978    0.881978    0.881978    0.000002    0.000002    0.000002
   11.568375    0.870698    0.870698    0.870698    0.000002    0.000002    0.000002
   11.607857    0.849601    0.849601    0.849601    0.000002    0.000002    0.000002
   11.647340    0.820778    0.820778    0.820778    0.000003    0.000003    0.000003
   11.686822    0.785657    0.785657    0.785657    0.000003    0.000003    0.000003
   11.726305    0.745155    0.745155    0.745155    0.000003    0.000003    0.000003
   11.765787    0.700281    0.700281    0.700281    0.000004    0.000004    0.000004
   11.805270    0.652717    0.652717    0.652717    0.000004    0.000004    0.000004
   11.844752    0.605042    0.605042    0.605042    0.000004    0.000004    0.000004
   11.884235    0.560525    0.560525    0.560525    0.000004    0.000004    0.000004
   11.923717    0.522583    0.522583    0.522583    0.000003    0.000003    0.000003
   11.963200    0.494129    0.494129    0.494129    0.000003    0.000003    0.000003
   12.002682    0.476970    0.476970    0.476970    0.000002    0.000002    0.000002
   12.042165    0.471475    0.471475    0.471475    0.000002    0.000002    0.000002
   12.081647    0.476598    0.476598    0.476598    0.000002    0.000002    0.000002
   12.121130    0.490232    0.490232    0.490232    0.000002    0.000002    0.000002
   12.160612    0.509688    0.509688    0.509688    0.000003    0.000003    0.000003
   12.200095    0.532065    0.532065    0.532065    0.000003    0.000003    0.000003
   12.239577    0.554379    0.554379    0.554379    0.000003    0.000003    0.000003
   12.279060    0.573614    0.573614    0.573614    0.000003    0.000003    0.000003
   12.318542    0.586939    0.586939    0.586939    0.000002    0.000002    0.000002
   12.358025    0.592242    0.592242    0.592242    0.000002    0.000002    0.000002
   12.397507    0.588837    0.588837    0.588837    0.000002    0.000002    0.000002
   12.436990    0.577945    0.577945    0.577945    0.000002    0.000002    0.000002
   12.476472    0.562587    0.562587    0.562587    0.000002    0.000002    0.000002
   12.515955    0.546824    0.546824    0.546824    0.000002    0.000002    0.000002
   12.555437    0.534649    0.534649    0.534649    0.000003    0.000003    0.000003
   12.594920    0.528999    0.528999    0.528999    0.000003    0.000003    0.000003
   12.634402    0.531272    0.531272    0.531272    0.000003    0.000003    0.000003
   12.673885    0.541310    0.541310    0.541310    0.000004    0.000004    0.000004
   12.713367    0.557720    0.557720    0.557720    0.000004    0.000004    0.000004
   12.752850    0.578215    0.578215    0.578215    0.000004    0.000004    0.000004
   12.792332    0.599938    0.599938    0.599938    0.000004    0.000004    0.000004
   12.831815    0.619822    0.619822    0.619822    0.000003    0.000003    0.000003
   12.871297    0.635036    0.635036    0.635036    0.000003    0.000003    0.000003
   12.910780    0.643428    0.643428    0.643428    0.000003    0.000003    0.000003
   12.950262    0.643700    0.643700    0.643700    0.000004    0.000004    0.000004
   12.989745    0.635219    0.635219    0.635219    0.000004    0.000004    0.000004
   13.029227    0.617586    0.617586    0.617586    0.000004    0.000004    0.000004
   13.068710    0.590356    0.590356    0.590356    0.000004    0.000004    0.000004
   13.108192    0.553293    0.553293    0.553293    0.000004    0.000004    0.000004
   13.147675    0.507167    0.507167    0.507167    0.000004    0.000004    0.000004
   13.187157    0.454684    0.454684    0.454684    0.000004    0.000004    0.000004
   13.226640    0.400863    0.400863    0.400863    0.000004    0.000004    0.000004
   13.266122    0.352391    0.352391    0.352391    0.000003    0.000003    0.000003
   13.305605    0.315945    0.315945    0.315945    0.000003    0.000003    0.000003
   13.345087    0.296150    0.296150    0.296150    0.000002    0.000002    0.000002
   13.384570    0.294020    0.294020    0.294020    0.000002    0.000002    0.000002
   13.424052    0.306641    0.306641    0.306641    0.000001    0.000001    0.000001
   13.463535    0.328277    0.328277    0.328277    0.000002    0.000002    0.000002
   13.503017    0.352419    0.352419    0.352419    0.000002    0.000002    0.000002
   13.542500    0.373893    0.373893    0.373893    0.000002    0.000002    0.000002
   13.581982    0.390124    0.390124    0.390124    0.000003    0.000003    0.000003
   13.621465    0.401085    0.401085    0.401085    0.000003    0.000003    0.000003
   13.660947    0.408164    0.408164    0.408164    0.000004    0.000004    0.000004
   13.700430    0.412620    0.412620    0.412620    0.000004    0.000004    0.000004
   13.739912    0.414514    0.414514    0.414514    0.000004    0.000004    0.000004
   13.779395    0.412544    0.412544    0.412544    0.000004    0.000004    0.000004
   13.818877    0.404750    0.404750    0.404750    0.000004    0.000004    0.000004
   13.858360    0.389567    0.389567    0.389567    0.000004    0.000004    0.000004
   13.897842    0.366642    0.366642    0.366642    0.000004    0.000004    0.000004
   13.937325    0.337131    0.337131    0.337131    0.000003    0.000003    0.000003
   13.976807    0.303446    0.303446    0.303446    0.000003    0.000003    0.000003
   14.016290    0.268744    0.268744    0.268744    0.000002    0.000002    0.000002
   14.055772    0.236372    0.236372    0.236372    0.000002    0.000002    0.000002
   14.095255    0.209411    0.209411    0.209411    0.000002    0.000002    0.000002
   14.134737    0.190440    0.190440    0.190440    0.000002    0.000002    0.000002
   14.174220    0.181475    0.181475    0.181475    0.000002    0.000002    0.000002
   14.213702    0.184036    0.184036    0.184036    0.000002    0.000002    0.000002
   14.253185    0.199192    0.199192    0.199192    0.000002    0.000002    0.000002
   14.292667    0.227393    0.227393    0.227393    0.000002    0.000002    0.000002
   14.332150    0.268019    0.268019    0.268019    0.000001    0.000001    0.000001
   14.371632    0.318745    0.318745    0.318745    0.000001    0.000001    0.000001
   14.411115    0.375089    0.375089    0.375089    0.000001    0.000001    0.000001
   14.450598    0.430530    0.430530    0.430530    0.000001    0.000001    0.000001
   14.490080    0.477391    0.477391    0.477391    0.000001    0.000001    0.000001
   14.529563    0.508360    0.508360    0.508360    0.000002    0.000002    0.000002
   14.569045    0.518206    0.518206    0.518206    0.000003    0.000003    0.000003
   14.608528    0.505104    0.505104    0.505104    0.000004    0.000004    0.000004
   14.648010    0.471121    0.471121    0.471121    0.000004    0.000004    0.000004
   14.687493    0.421702    0.421702    0.421702    0.000005    0.000005    0.000005
   14.726975    0.364343    0.364343    0.364343    0.000004    0.000004    0.000004
