#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.3499  -14.5874  -14.5691  -13.5595  -13.5294   -6.1564   -6.0022   -4.1352   -4.1297   -3.7523   -3.5707   -3.1407   -3.1391   -2.8570   -2.8542   -2.0654   -1.7928   -1.2380   -1.0564    1.3497    1.5682    1.6255    1.7173
  0.3790  -14.5348  -14.5166  -13.5342  -13.5048   -6.1067   -5.9546   -4.2208   -4.2135   -3.8455   -3.6766   -3.0848   -3.0831   -2.9224   -2.9195   -2.0768   -1.8104   -1.2778   -1.1208    1.2712    1.5392    1.6219    1.7020
  0.4082  -14.4789  -14.4609  -13.5074  -13.4786   -6.0577   -5.9086   -4.3054   -4.2956   -3.9394   -3.7826   -3.0260   -3.0241   -2.9888   -2.9859   -2.0961   -1.8373   -1.3235   -1.1900    1.2167    1.5021    1.6308    1.6590
  0.4373  -14.4200  -14.4021  -13.4792  -13.4511   -6.0109   -5.8657   -4.3876   -4.3744   -4.0339   -3.8887   -3.0557   -3.0526   -2.9646   -2.9625   -2.1223   -1.8723   -1.3747   -1.2628    1.1729    1.4633    1.6052    1.6402
  0.4665  -14.3583  -14.3406  -13.4497  -13.4224   -5.9681   -5.8281   -4.4656   -4.4479   -4.1289   -3.9947   -3.1226   -3.1194   -2.9010   -2.8986   -2.1545   -1.9140   -1.4306   -1.3379    1.1399    1.4438    1.5586    1.5752
  0.4956  -14.2941  -14.2767  -13.4191  -13.3926   -5.9314   -5.7981   -4.5375   -4.5142   -4.2242   -4.1003   -3.1890   -3.1857   -2.8356   -2.8330   -2.1916   -1.9610   -1.4898   -1.4137    1.1172    1.4280    1.5198    1.5406
  0.5248  -14.2277  -14.2105  -13.3875  -13.3619   -5.9030   -5.7780   -4.6017   -4.5712   -4.3197   -4.2055   -3.2545   -3.2512   -2.7689   -2.7660   -2.2322   -2.0118   -1.5509   -1.4884    1.1050    1.4177    1.4771    1.4948
  0.5540  -14.1594  -14.1425  -13.3551  -13.3304   -5.8850   -5.7701   -4.6565   -4.6176   -4.4150   -4.3099   -3.3188   -3.3154   -2.7014   -2.6981   -2.2751   -2.0651   -1.6120   -1.5600    1.1023    1.4149    1.4377    1.4528
  0.5831  -14.0895  -14.0730  -13.3222  -13.2983   -5.8793   -5.7757   -4.7009   -4.6526   -4.5099   -4.4134   -3.3816   -3.3781   -2.6334   -2.6298   -2.3195   -2.1198   -1.6712   -1.6266    1.1087    1.4027    1.4178    1.4254
  0.6123  -14.0186  -14.0024  -13.2888  -13.2659   -5.8868   -5.7950   -4.7345   -4.6768   -4.6040   -4.5155   -3.4425   -3.4390   -2.5657   -2.5616   -2.3641   -2.1747   -1.7264   -1.6860    1.1231    1.3702    1.3847    1.4252
  0.6414  -13.9469  -13.9311  -13.2552  -13.2333   -5.9074   -5.8272   -4.7583   -4.6970   -4.6919   -4.6159   -3.5014   -3.4978   -2.4985   -2.4940   -2.4082   -2.2290   -1.7756   -1.7369    1.1446    1.3413    1.3554    1.4369
  0.6706  -13.8748  -13.8595  -13.2215  -13.2007   -5.9398   -5.8701   -4.7884   -4.7742   -4.7142   -4.7006   -3.5579   -3.5543   -2.4510   -2.4326   -2.4276   -2.2820   -1.8166   -1.7776    1.1723    1.3159    1.3296    1.4525
  0.6997  -13.8030  -13.7880  -13.1881  -13.1683   -5.9820   -5.9215   -4.8779   -4.8099   -4.7849   -4.7057   -3.6119   -3.6082   -2.4920   -2.3684   -2.3629   -2.3331   -1.8478   -1.8074    1.2053    1.2942    1.3071    1.4714
  0.7289  -13.7317  -13.7173  -13.1552  -13.1364   -6.0317   -5.9787   -4.9648   -4.9026   -4.7928   -4.7101   -3.6632   -3.6594   -2.5306   -2.3819   -2.3064   -2.3003   -1.8681   -1.8255    1.2427    1.2760    1.2884    1.4932
  0.7580  -13.6617  -13.6478  -13.1230  -13.1053   -6.0865   -6.0396   -5.0488   -4.9918   -4.8004   -4.7156   -3.7116   -3.7078   -2.5667   -2.4281   -2.2470   -2.2404   -1.8768   -1.8318    1.2616    1.2732    1.2836    1.5174
  0.7872  -13.5933  -13.5801  -13.0917  -13.0751   -6.1443   -6.1022   -5.1292   -5.0769   -4.8092   -4.7238   -3.7569   -3.7530   -2.5998   -2.4713   -2.1908   -2.1836   -1.8740   -1.8268    1.2507    1.2615    1.3273    1.5432
  0.8164  -13.5273  -13.5147  -13.0617  -13.0461   -6.2032   -6.1649   -5.2055   -5.1576   -4.8202   -4.7350   -3.7991   -3.7951   -2.6298   -2.5115   -2.1381   -2.1303   -1.8603   -1.8113    1.2432    1.2532    1.3730    1.5705
  0.8455  -13.4642  -13.4522  -13.0331  -13.0186   -6.2616   -6.2263   -5.2772   -5.2333   -4.8336   -4.7493   -3.8379   -3.8340   -2.6567   -2.5486   -2.0892   -2.0809   -1.8370   -1.7870    1.2386    1.2479    1.4199    1.5987
  0.8747  -13.4045  -13.3932  -13.0063  -12.9929   -6.3183   -6.2853   -5.3438   -5.3036   -4.8493   -4.7662   -3.8734   -3.8694   -2.6804   -2.5825   -2.0445   -2.0356   -1.8058   -1.7557    1.2368    1.2452    1.4672    1.6275
  0.9038  -13.3490  -13.3384  -12.9814  -12.9691   -6.3720   -6.3408   -5.4049   -5.3679   -4.8666   -4.7849   -3.9053   -3.9013   -2.7009   -2.6132   -2.0042   -1.9947   -1.7687   -1.7196    1.2373    1.2448    1.5141    1.6561
  0.9330  -13.2982  -13.2883  -12.9587  -12.9475   -6.4218   -6.3919   -5.4600   -5.4258   -4.8847   -4.8044   -3.9337   -3.9296   -2.7182   -2.6407   -1.9684   -1.9584   -1.7279   -1.6811    1.2394    1.2462    1.5596    1.6841
  0.9621  -13.2527  -13.2435  -12.9385  -12.9283   -6.4669   -6.4379   -5.5085   -5.4768   -4.9027   -4.8237   -3.9584   -3.9543   -2.7324   -2.6651   -1.9373   -1.9268   -1.6858   -1.6425    1.2428    1.2489    1.6027    1.7107
  0.9913  -13.2131  -13.2046  -12.9210  -12.9118   -6.5063   -6.4781   -5.5503   -5.5208   -4.9197   -4.8418   -3.9794   -3.9753   -2.7435   -2.6863   -1.9109   -1.9000   -1.6447   -1.6062    1.2468    1.2522    1.6423    1.7353
  1.0204  -13.1799  -13.1720  -12.9064  -12.8980   -6.5395   -6.5118   -5.5849   -5.5572   -4.9348   -4.8579   -3.9966   -3.9926   -2.7517   -2.7044   -1.8893   -1.8781   -1.6067   -1.5742    1.2510    1.2558    1.6772    1.7570
  1.0496  -13.1536  -13.1462  -12.8948  -12.8872   -6.5660   -6.5387   -5.6122   -5.5858   -4.9474   -4.8711   -4.0101   -4.0060   -2.7571   -2.7194   -1.8725   -1.8610   -1.5738   -1.5484    1.2548    1.2592    1.7061    1.7750
  1.0788  -13.1345  -13.1276  -12.8863  -12.8794   -6.5852   -6.5581   -5.6318   -5.6064   -4.9567   -4.8810   -4.0197   -4.0156   -2.7600   -2.7310   -1.8606   -1.8488   -1.5477   -1.5301    1.2578    1.2619    1.7278    1.7885
  1.1079  -13.1229  -13.1162  -12.8812  -12.8747   -6.5968   -6.5699   -5.6436   -5.6189   -4.9625   -4.8872   -4.0255   -4.0214   -2.7609   -2.7387   -1.8534   -1.8415   -1.5298   -1.5205    1.2598    1.2636    1.7412    1.7970
  1.1371  -13.1190  -13.1125  -12.8795  -12.8731   -6.6007   -6.5738   -5.6475   -5.6230   -4.9645   -4.8892   -4.0275   -4.0233   -2.7609   -2.7415   -1.8510   -1.8391   -1.5219   -1.5190    1.2604    1.2642    1.7458    1.7998
  1.1371  -13.1190  -13.1125  -12.8795  -12.8731   -6.6007   -6.5738   -5.6475   -5.6230   -4.9645   -4.8892   -4.0275   -4.0233   -2.7609   -2.7415   -1.8510   -1.8391   -1.5219   -1.5190    1.2604    1.2642    1.7458    1.8000
  1.1539  -13.1186  -13.1121  -12.8793  -12.8729   -6.5997   -6.5728   -5.6482   -5.6239   -4.9641   -4.8889   -4.0276   -4.0237   -2.7607   -2.7412   -1.8595   -1.8478   -1.5172   -1.5140    1.2611    1.2645    1.7461    1.8003
  1.1707  -13.1176  -13.1111  -12.8786  -12.8722   -6.5965   -6.5696   -5.6505   -5.6265   -4.9629   -4.8878   -4.0279   -4.0248   -2.7602   -2.7403   -1.8837   -1.8725   -1.5044   -1.5002    1.2630    1.2654    1.7469    1.8015
  1.1876  -13.1159  -13.1094  -12.8774  -12.8710   -6.5911   -6.5643   -5.6542   -5.6308   -4.9610   -4.8860   -4.0284   -4.0266   -2.7595   -2.7389   -1.9207   -1.9100   -1.4863   -1.4810    1.2661    1.2668    1.7484    1.8038
  1.2044  -13.1136  -13.1071  -12.8758  -12.8694   -6.5837   -6.5569   -5.6595   -5.6369   -4.9583   -4.8835   -4.0291   -4.0290   -2.7584   -2.7370   -1.9674   -1.9571   -1.4656   -1.4590    1.2685    1.2701    1.7506    1.8068
  1.2212  -13.1106  -13.1041  -12.8737  -12.8673   -6.5742   -6.5474   -5.6662   -5.6446   -4.9550   -4.8804   -4.0318   -4.0297   -2.7573   -2.7347   -2.0218   -2.0117   -1.4443   -1.4363    1.2704    1.2747    1.7539    1.8112
  1.2381  -13.1069  -13.1005  -12.8712  -12.8648   -6.5625   -6.5358   -5.6744   -5.6540   -4.9508   -4.8765   -4.0349   -4.0303   -2.7560   -2.7321   -2.0824   -2.0723   -1.4233   -1.4141    1.2721    1.2796    1.7584    1.8167
  1.2549  -13.1026  -13.0963  -12.8682  -12.8619   -6.5488   -6.5222   -5.6841   -5.6650   -4.9460   -4.8721   -4.0382   -4.0308   -2.7548   -2.7295   -2.1483   -2.1381   -1.4032   -1.3927    1.2734    1.2842    1.7644    1.8237
  1.2717  -13.0977  -13.0914  -12.8648  -12.8586   -6.5330   -6.5065   -5.6952   -5.6777   -4.9406   -4.8670   -4.0414   -4.0309   -2.7538   -2.7269   -2.2189   -2.2083   -1.3843   -1.3726    1.2740    1.2881    1.7723    1.8324
  1.2886  -13.0922  -13.0860  -12.8610  -12.8549   -6.5152   -6.4888   -5.7077   -5.6919   -4.9345   -4.8614   -4.0444   -4.0307   -2.7530   -2.7245   -2.2934   -2.2824   -1.3667   -1.3538    1.2735    1.2909    1.7824    1.8428
  1.3054  -13.0861  -13.0800  -12.8569  -12.8507   -6.4953   -6.4690   -5.7217   -5.7075   -4.9278   -4.8553   -4.0471   -4.0299   -2.7526   -2.7224   -2.3716   -2.3600   -1.3503   -1.3362    1.2716    1.2920    1.7949    1.8551
  1.3222  -13.0795  -13.0734  -12.8523  -12.8463   -6.4735   -6.4473   -5.7370   -5.7246   -4.9205   -4.8486   -4.0491   -4.0284   -2.7527   -2.7209   -2.4530   -2.4408   -1.3350   -1.3198    1.2681    1.2910    1.8100    1.8696
  1.3391  -13.0724  -13.0664  -12.8475  -12.8415   -6.4497   -6.4237   -5.7535   -5.7430   -4.9127   -4.8415   -4.0505   -4.0262   -2.7535   -2.7200   -2.5372   -2.5243   -1.3206   -1.3043    1.2628    1.2877    1.8281    1.8861
  1.3559  -13.0648  -13.0589  -12.8423  -12.8364   -6.4240   -6.3982   -5.7713   -5.7626   -4.9045   -4.8341   -4.0510   -4.0231   -2.7551   -2.7200   -2.6240   -2.6103   -1.3068   -1.2896    1.2555    1.2817    1.8490    1.9049
  1.3727  -13.0568  -13.0510  -12.8368  -12.8310   -6.3964   -6.3708   -5.7902   -5.7833   -4.8958   -4.8263   -4.0504   -4.0192   -2.7575   -2.7209   -2.7129   -2.6984   -1.2936   -1.2754    1.2461    1.2730    1.8728    1.9255
  1.3896  -13.0484  -13.0427  -12.8310  -12.8253   -6.3669   -6.3416   -5.8101   -5.8050   -4.8868   -4.8182   -4.0488   -4.0142   -2.8036   -2.7883   -2.7610   -2.7229   -1.2806   -1.2617    1.2345    1.2617    1.8990    1.9482
  1.4064  -13.0396  -13.0340  -12.8251  -12.8195   -6.3356   -6.3106   -5.8310   -5.8276   -4.8775   -4.8100   -4.0459   -4.0082   -2.8959   -2.8798   -2.7654   -2.7260   -1.2677   -1.2481    1.2208    1.2477    1.9277    1.9729
  1.4232  -13.0305  -13.0250  -12.8189  -12.8134   -6.3026   -6.2779   -5.8526   -5.8509   -4.8679   -4.8016   -4.0418   -4.0011   -2.9894   -2.9725   -2.7711   -2.7304   -1.2548   -1.2345    1.2050    1.2312    1.9586    1.9992
  1.4401  -13.0211  -13.0158  -12.8125  -12.8072   -6.2679   -6.2435   -5.8749   -5.8747   -4.8582   -4.7932   -4.0363   -3.9929   -3.0838   -3.0661   -2.7779   -2.7362   -1.2415   -1.2208    1.1871    1.2124    1.9915    2.0270
  1.4569  -13.0115  -13.0063  -12.8060  -12.8009   -6.2315   -6.2076   -5.8990   -5.8977   -4.8484   -4.7847   -4.0295   -3.9836   -3.1788   -3.1602   -2.7859   -2.7433   -1.2279   -1.2067    1.1674    1.1914    2.0257    2.0561
  1.4737  -13.0017  -12.9966  -12.7995  -12.7944   -6.1935   -6.1700   -5.9235   -5.9208   -4.8385   -4.7765   -4.0213   -3.9732   -3.2740   -3.2547   -2.7952   -2.7519   -1.2137   -1.1922    1.1459    1.1685    2.0659    2.0921
  1.4906  -12.9917  -12.9869  -12.7928  -12.7879   -6.1540   -6.1310   -5.9481   -5.9441   -4.8288   -4.7684   -4.0118   -3.9619   -3.3692   -3.3492   -2.8057   -2.7619   -1.1989   -1.1772    1.1227    1.1439    2.1001    2.1454
  1.5074  -12.9818  -12.9771  -12.7862  -12.7815   -6.1130   -6.0905   -5.9726   -5.9675   -4.8192   -4.7607   -4.0011   -3.9495   -3.4640   -3.4433   -2.8175   -2.7733   -1.1833   -1.1616    1.0982    1.1178    2.1353    2.1723
  1.5242  -12.9718  -12.9673  -12.7795  -12.7750   -6.0706   -6.0488   -5.9969   -5.9907   -4.8099   -4.7534   -3.9890   -3.9362   -3.5580   -3.5367   -2.8304   -2.7860   -1.1671   -1.1453    1.0724    1.0904    2.1760    2.2315
  1.5411  -12.9618  -12.9575  -12.7730  -12.7686   -6.0269   -6.0208   -6.0137   -6.0058   -4.8011   -4.7468   -3.9758   -3.9221   -3.6509   -3.6291   -2.8445   -2.8001   -1.1501   -1.1283    1.0456    1.0620    2.2100    2.2784
  1.5579  -12.9520  -12.9479  -12.7665  -12.7623   -6.0442   -6.0362   -5.9820   -5.9616   -4.7930   -4.7411   -3.9615   -3.9073   -3.7422   -3.7200   -2.8596   -2.8155   -1.1324   -1.1107    1.0180    1.0328    2.2472    2.2554
  1.5747  -12.9424  -12.9385  -12.7602  -12.7562   -6.0668   -6.0580   -5.9361   -5.9165   -4.7856   -4.7366   -3.9462   -3.8920   -3.8314   -3.8090   -2.8756   -2.8319   -1.1140   -1.0926    0.9898    1.0031    2.2287    2.2864
  1.5916  -12.9330  -12.9293  -12.7540  -12.7503   -6.0885   -6.0791   -5.8891   -5.8705   -4.7795   -4.7335   -3.9300   -3.9179   -3.8956   -3.8762   -2.8923   -2.8494   -1.0951   -1.0739    0.9614    0.9733    2.1955    2.3142
  1.6084  -12.9239  -12.9205  -12.7482  -12.7447   -6.1093   -6.0992   -5.8413   -5.8237   -4.7748   -4.7324   -4.0010   -3.9790   -3.9131   -3.8602   -2.9095   -2.8676   -1.0759   -1.0549    0.9331    0.9435    2.1800    2.3513
  1.6252  -12.9152  -12.9121  -12.7426  -12.7393   -6.1288   -6.1183   -5.7929   -5.7765   -4.7721   -4.7339   -4.0797   -4.0585   -3.8958   -3.8442   -2.9271   -2.8865   -1.0565   -1.0358    0.9051    0.9142    2.1409    2.3077
  1.6421  -12.9070  -12.9041  -12.7373  -12.7343   -6.1470   -6.1360   -5.7441   -5.7290   -4.7720   -4.7388   -4.1529   -4.1332   -3.8780   -3.8284   -2.9446   -2.9057   -1.0372   -1.0168    0.8778    0.8857    2.1186    2.2882
  1.6589  -12.8993  -12.8967  -12.7324  -12.7297   -6.1638   -6.1525   -5.6951   -5.6816   -4.7753   -4.7481   -4.2193   -4.2017   -3.8602   -3.8132   -2.9618   -2.9251   -1.0182   -0.9981    0.8516    0.8584    2.1012    2.3277
  1.6757  -12.8922  -12.8899  -12.7279  -12.7255   -6.1790   -6.1674   -5.6465   -5.6346   -4.7829   -4.7626   -4.2774   -4.2628   -3.8426   -3.7988   -2.9782   -2.9442   -1.0000   -0.9802    0.8269    0.8327    2.0930    2.3138
  1.6926  -12.8858  -12.8837  -12.7238  -12.7217   -6.1925   -6.1806   -5.5988   -5.5888   -4.7955   -4.7831   -4.3257   -4.3150   -3.8254   -3.7856   -2.9936   -2.9627   -0.9829   -0.9633    0.8042    0.8091    2.0690    2.2695
  1.7094  -12.8801  -12.8784  -12.7202  -12.7185   -6.2042   -6.1921   -5.5529   -5.5449   -4.8132   -4.8093   -4.3638   -4.3571   -3.8091   -3.7740   -3.0073   -2.9802   -0.9673   -0.9479    0.7840    0.7879    2.0597    2.2427
  1.7262  -12.8753  -12.8739  -12.7172  -12.7158   -6.2140   -6.2017   -5.5099   -5.5042   -4.8396   -4.8351   -4.3920   -4.3890   -3.7940   -3.7646   -3.0190   -2.9962   -0.9536   -0.9344    0.7665    0.7696    2.0479    2.2251
  1.7431  -12.8714  -12.8703  -12.7148  -12.7137   -6.2217   -6.2094   -5.4716   -5.4682   -4.8708   -4.8590   -4.4114   -4.4111   -3.7806   -3.7575   -3.0280   -3.0103   -0.9423   -0.9232    0.7524    0.7548    2.0414    2.2343
  1.7599  -12.8685  -12.8677  -12.7129  -12.7122   -6.2274   -6.2149   -5.4407   -5.4393   -4.8986   -4.8810   -4.4247   -4.4237   -3.7693   -3.7534   -3.0340   -3.0218   -0.9338   -0.9148    0.7421    0.7436    2.0365    2.2137
  1.7767  -12.8666  -12.8662  -12.7117  -12.7113   -6.2308   -6.2183   -5.4202   -5.4202   -4.9183   -4.8970   -4.4316   -4.4305   -3.7606   -3.7524   -3.0365   -3.0303   -0.9285   -0.9095    0.7358    0.7366    2.0338    2.2121
  1.7936  -12.8658  -12.8658  -12.7112  -12.7112   -6.2320   -6.2195   -5.4133   -5.4133   -4.9255   -4.9029   -4.4331   -4.4331   -3.7548   -3.7548   -3.0353   -3.0353   -0.9267   -0.9077    0.7339    0.7339    2.0329    2.2109
  1.7936  -12.8658  -12.8658  -12.7112  -12.7112   -6.2320   -6.2195   -5.4133   -5.4133   -4.9255   -4.9029   -4.4331   -4.4331   -3.7548   -3.7548   -3.0353   -3.0353   -0.9267   -0.9077    0.7339    0.7339    2.0333    2.2170
  1.8272  -12.8687  -12.8679  -12.7130  -12.7122   -6.2272   -6.2147   -5.4415   -5.4377   -4.8971   -4.8787   -4.4291   -4.4239   -3.7700   -3.7533   -3.0334   -3.0213   -0.9343   -0.9153    0.7422    0.7441    2.0360    2.2133
  1.8609  -12.8768  -12.8752  -12.7179  -12.7162   -6.2126   -6.2002   -5.5082   -5.4988   -4.8264   -4.8170   -4.4157   -4.4022   -3.7977   -3.7657   -3.0147   -2.9925   -0.9574   -0.9384    0.7682    0.7729    2.0447    2.2261
  1.8945  -12.8907  -12.8883  -12.7259  -12.7234   -6.1878   -6.1756   -5.5889   -5.5750   -4.7386   -4.7378   -4.3927   -4.3686   -3.8353   -3.7903   -2.9802   -2.9510   -0.9948   -0.9761    0.8100    0.8186    2.0553    2.2339
  1.9282  -12.9107  -12.9074  -12.7372  -12.7337   -6.1526   -6.1406   -5.6702   -5.6528   -4.6600   -4.6498   -4.3559   -4.3206   -3.8796   -3.8241   -2.9324   -2.8995   -1.0442   -1.0260    0.8638    0.8781    2.0679    2.2428
  1.9619  -12.9371  -12.9328  -12.7518  -12.7472   -6.1069   -6.0951   -5.7453   -5.7254   -4.5923   -4.5771   -4.2972   -4.2545   -3.9275   -3.8637   -2.8743   -2.8407   -1.1027   -1.0853    0.9251    0.9476    2.0808    2.2762
  1.9955  -12.9699  -12.9647  -12.7696  -12.7640   -6.0507   -6.0391   -5.8112   -5.7893   -4.5403   -4.5282   -4.2125   -4.1694   -3.9765   -3.9061   -2.8088   -2.7768   -1.1670   -1.1506    0.9891    1.0228    2.0940    2.2005
  2.0292  -13.0093  -13.0032  -12.7906  -12.7839   -5.9841   -5.9728   -5.8663   -5.8426   -4.5034   -4.4995   -4.1077   -4.0691   -4.0246   -3.9486   -2.7380   -2.7095   -1.2340   -1.2192    1.0504    1.0994    2.0888    2.1118
  2.0629  -13.0551  -13.0480  -12.8146  -12.8067   -5.9099   -5.9074   -5.8963   -5.8844   -4.4845   -4.4783   -4.0701   -3.9917   -3.9893   -3.9591   -2.6636   -2.6402   -1.3013   -1.2882    1.1041    1.1739    1.9794    2.0917
  2.0965  -13.1071  -13.0992  -12.8414  -12.8324   -5.9417   -5.9145   -5.8210   -5.8099   -4.4790   -4.4627   -4.1117   -4.0268   -3.8704   -3.8436   -2.5872   -2.5702   -1.3666   -1.3555    1.1448    1.2423    1.8775    2.0015
  2.1302  -13.1651  -13.1562  -12.8709  -12.8607   -5.9618   -5.9328   -5.7253   -5.7141   -4.4812   -4.4552   -4.1484   -4.0597   -3.7471   -3.7257   -2.5098   -2.5005   -1.4283   -1.4193    1.1671    1.3011    1.7950    1.8659
  2.1639  -13.2286  -13.2188  -12.9028  -12.8915   -5.9710   -5.9399   -5.6208   -5.6095   -4.4904   -4.4553   -4.1793   -4.0871   -3.6240   -3.6074   -2.4324   -2.4319   -1.4851   -1.4783    1.1665    1.3451    1.7102    1.7568
  2.1975  -13.2970  -13.2863  -12.9369  -12.9243   -5.9698   -5.9362   -5.5081   -5.4965   -4.5060   -4.4627   -4.2035   -4.1081   -3.5027   -3.4904   -2.3651   -2.3559   -1.5363   -1.5314    1.1423    1.3664    1.6569    1.6737
  2.2312  -13.3698  -13.3583  -12.9728  -12.9590   -5.9595   -5.9229   -5.3882   -5.3760   -4.5275   -4.4771   -4.2204   -4.1220   -3.3846   -3.3760   -2.3011   -2.2810   -1.5816   -1.5783    1.0998    1.3543    1.6165    1.6222
  2.2649  -13.4463  -13.4341  -13.0103  -12.9953   -5.9414   -5.9012   -5.2619   -5.2488   -4.5540   -4.4977   -4.2293   -4.1282   -3.2713   -3.2657   -2.2402   -2.2083   -1.6206   -1.6185    1.0486    1.3112    1.5898    1.6036
  2.2985  -13.5260  -13.5130  -13.0490  -13.0328   -5.9173   -5.8725   -5.1305   -5.1158   -4.5840   -4.5236   -4.2294   -4.1261   -3.1646   -3.1613   -2.1832   -2.1385   -1.6533   -1.6516    0.9977    1.2564    1.5686    1.6017
  2.3322  -13.6080  -13.5944  -13.0888  -13.0714   -5.8895   -5.8389   -4.9954   -4.9782   -4.6153   -4.5527   -4.2197   -4.1150   -3.0668   -3.0651   -2.1306   -2.0721   -1.6790   -1.6770    0.9539    1.2051    1.5456    1.6044
  2.3659  -13.6918  -13.6775  -13.1292  -13.1106   -5.8608   -5.8029   -4.8586   -4.8375   -4.6452   -4.5828   -4.1990   -4.0941   -2.9808   -2.9800   -2.0828   -2.0096   -1.6965   -1.6932    0.9211    1.1655    1.5262    1.6255
  2.3995  -13.7766  -13.7617  -13.1700  -13.1502   -5.8345   -5.7675   -4.7228   -4.6955   -4.6700   -4.6104   -4.1653   -4.0624   -2.9099   -2.9094   -2.0401   -1.9514   -1.7040   -1.6980    0.9014    1.1404    1.5102    1.6204
  2.4332  -13.8617  -13.8463  -13.2109  -13.1900   -5.8144   -5.7365   -4.6859   -4.6316   -4.5920   -4.5547   -4.1160   -4.0183   -2.8575   -2.8569   -2.0030   -1.8980   -1.6991   -1.6889    0.8953    1.1310    1.4903    1.6114
  2.4669  -13.9466  -13.9307  -13.2517  -13.2296   -5.8040   -5.7138   -4.6888   -4.6420   -4.4704   -4.4181   -4.0474   -3.9600   -2.8262   -2.8252   -1.9717   -1.8497   -1.6800   -1.6636    0.9024    1.1372    1.4810    1.6022
  2.5005  -14.0306  -14.0143  -13.2920  -13.2688   -5.8064   -5.7032   -4.6756   -4.6377   -4.3619   -4.2893   -3.9574   -3.8849   -2.8166   -2.8153   -1.9463   -1.8069   -1.6465   -1.6217    0.9210    1.1595    1.5269    1.5951
  2.5342  -14.1132  -14.0965  -13.3316  -13.3073   -5.8227   -5.7071   -4.6448   -4.6158   -4.2665   -4.1711   -3.8471   -3.7918   -2.8273   -2.8257   -1.9270   -1.7699   -1.6004   -1.5644    0.9504    1.1907    1.4824    1.5672
