#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  2.0015  -10.1934   -5.9869   -5.5418   -5.5418   -4.2932   -4.2932   13.7309   15.2888   18.8851
  2.0717  -10.4359   -5.9421   -5.5947   -5.5947   -4.2967   -4.2967   14.4482   15.3474   18.6934
  2.1418  -10.6425   -5.8915   -5.6508   -5.6508   -4.2837   -4.2837   14.5986   15.9122   18.5097
  2.2120  -10.8078   -5.8458   -5.7020   -5.7020   -4.2682   -4.2682   14.4931   16.6771   18.3520
  2.2822  -10.9281   -5.8090   -5.7425   -5.7425   -4.2524   -4.2524   14.3783   17.3894   18.2323
  2.3524  -11.0011   -5.7852   -5.7682   -5.7682   -4.2413   -4.2413   14.2992   17.9254   18.1578
  2.4226  -11.0256   -5.7770   -5.7770   -5.7770   -4.2373   -4.2373   14.2715   18.1325   18.1325
  2.4226  -11.0256   -5.7770   -5.7770   -5.7770   -4.2373   -4.2373   14.2715   18.1325   18.1325
  2.5037  -10.9930   -5.7941   -5.7621   -5.7621   -4.2554   -4.2299   14.3087   17.9800   18.1014
  2.5847  -10.8954   -5.8447   -5.7175   -5.7175   -4.3088   -4.2078   14.4191   17.6072   18.0002
  2.6658  -10.7345   -5.9263   -5.6436   -5.6436   -4.3946   -4.1716   14.5983   17.1539   17.8082
  2.7468  -10.5128   -6.0354   -5.5404   -5.5404   -4.5143   -4.1220   14.8407   16.7088   17.5030
  2.8279  -10.2344   -6.1679   -5.4103   -5.4103   -4.6503   -4.0601   15.1341   16.3141   17.0612
  2.9089   -9.9061   -6.3203   -5.2557   -5.2557   -4.7955   -3.9873   15.4677   15.9877   16.4895
  2.9900   -9.5382   -6.4822   -5.0720   -5.0720   -4.9343   -3.9026   15.7375   15.8208   15.8373
  3.0710   -9.1479   -6.6533   -5.0454   -4.8678   -4.8678   -3.8137   15.0744   15.0745   15.5590
  3.1521   -8.7620   -6.8264   -5.0965   -4.6435   -4.6435   -3.7196   14.2913   14.2913   15.4080
  3.2331   -8.4198   -6.9967   -5.0440   -4.4025   -4.4025   -3.6227   13.4998   13.4998   14.9106
  3.3142   -8.1646   -7.1600   -4.8408   -4.1496   -4.1496   -3.5257   12.7233   12.7233   13.5454
  3.3952   -8.0198   -7.3124   -4.4596   -3.8890   -3.8890   -3.4311   11.9826   11.9826   12.1054
  3.4763   -7.9739   -7.4507   -3.9165   -3.6314   -3.6314   -3.3421   10.6878   11.2914   11.2914
  3.5574   -7.9920   -7.5722   -3.3838   -3.3838   -3.2610   -3.2471    9.3231   10.6679   10.6679
  3.6384   -8.0410   -7.6746   -3.1905   -3.1566   -3.1566   -2.4947    8.0290   10.1277   10.1277
  3.7195   -8.0974   -7.7560   -3.1327   -2.9613   -2.9613   -1.7059    6.8331    9.6861    9.6861
  3.8005   -8.1461   -7.8152   -3.0896   -2.8099   -2.8099   -0.9469    5.7902    9.3577    9.3577
  3.8816   -8.1779   -7.8509   -3.0647   -2.7098   -2.7098   -0.3406    5.0191    9.1549    9.1549
  3.9626   -8.1897   -7.8629   -3.0560   -2.6776   -2.6776   -0.0934    4.7141    9.0862    9.0862
  3.9626   -8.1897   -7.8629   -3.0560   -2.6776   -2.6776   -0.0934    4.7141    9.0862    9.0862
  4.0031   -8.1841   -7.8584   -3.0626   -2.7125   -2.6776   -0.0530    4.7056    9.0729    9.0785
  4.0437   -8.1674   -7.8448   -3.0823   -2.8110   -2.6775    0.0624    4.6803    9.0333    9.0562
  4.0842   -8.1402   -7.8222   -3.1172   -2.9559   -2.6774    0.2387    4.6380    8.9675    9.0213
  4.1247   -8.1023   -7.7906   -3.1640   -3.1443   -2.6781    0.4578    4.5814    8.8763    8.9755
  4.1652   -8.0541   -7.7498   -3.3489   -3.2224   -2.6779    0.7111    4.5146    8.7603    8.9233
  4.2058   -7.9962   -7.7001   -3.5665   -3.2924   -2.6777    0.9882    4.4386    8.6207    8.8673
  4.2463   -7.9293   -7.6413   -3.7910   -3.3731   -2.6775    1.2826    4.3563    8.4585    8.8100
  4.2868   -7.8544   -7.5736   -4.0182   -3.4634   -2.6772    1.5901    4.2705    8.2749    8.7537
  4.3274   -7.7726   -7.4969   -4.2454   -3.5620   -2.6769    1.9075    4.1839    8.0713    8.6998
  4.3679   -7.6852   -7.4113   -4.4705   -3.6669   -2.6765    2.2325    4.0991    7.8491    8.6496
  4.4084   -7.5939   -7.3169   -4.6921   -3.7761   -2.6762    2.5631    4.0183    7.6097    8.6038
  4.4489   -7.5009   -7.2137   -4.9091   -3.8868   -2.6758    2.8980    3.9434    7.3548    8.5629
  4.4895   -7.4095   -7.1020   -5.1208   -3.9989   -2.6827    3.2352    3.8749    7.0855    8.5211
  4.5300   -7.3213   -6.9814   -5.3264   -4.1026   -2.6825    3.5747    3.8161    6.8037    8.4904
  4.5705   -7.2405   -6.8522   -5.5255   -4.1969   -2.6823    3.7670    3.9148    6.5105    8.4652
  4.6110   -7.1714   -6.7145   -5.7177   -4.2771   -2.6820    3.7283    4.2543    6.2074    8.4456
  4.6516   -7.1179   -6.5685   -5.9026   -4.3386   -2.6817    3.7003    4.5923    5.8956    8.4316
  4.6921   -7.0840   -6.4149   -6.0817   -4.3777   -2.6832    3.6834    4.9225    5.5751    8.4224
  4.7326   -7.0724   -6.2530   -6.2530   -4.3942   -2.6833    3.6763    5.2491    5.2491    8.4192
  4.7326   -7.0724   -6.2530   -6.2530   -4.3942   -2.6833    3.6763    5.2491    5.2491    8.4192
  4.7731   -7.0840   -6.4149   -6.0817   -4.3777   -2.6832    3.6834    4.9224    5.5751    8.4224
  4.8137   -7.1179   -6.5685   -5.9026   -4.3386   -2.6817    3.7003    4.5923    5.8956    8.4316
  4.8542   -7.1714   -6.7145   -5.7177   -4.2771   -2.6820    3.7283    4.2543    6.2074    8.4456
  4.8947   -7.2405   -6.8522   -5.5255   -4.1969   -2.6823    3.7670    3.9148    6.5105    8.4652
  4.9352   -7.3213   -6.9814   -5.3264   -4.1026   -2.6825    3.5747    3.8161    6.8037    8.4904
  4.9758   -7.4095   -7.1020   -5.1208   -3.9989   -2.6827    3.2352    3.8749    7.0855    8.5211
  5.0163   -7.5009   -7.2137   -4.9091   -3.8868   -2.6758    2.8980    3.9434    7.3548    8.5629
  5.0568   -7.5939   -7.3169   -4.6921   -3.7761   -2.6762    2.5631    4.0183    7.6097    8.6038
  5.0973   -7.6852   -7.4113   -4.4705   -3.6669   -2.6765    2.2325    4.0991    7.8491    8.6496
  5.1379   -7.7726   -7.4969   -4.2454   -3.5620   -2.6769    1.9075    4.1839    8.0713    8.6998
  5.1784   -7.8544   -7.5736   -4.0182   -3.4634   -2.6772    1.5901    4.2705    8.2749    8.7537
  5.2189   -7.9293   -7.6413   -3.7910   -3.3731   -2.6775    1.2826    4.3563    8.4585    8.8100
  5.2595   -7.9962   -7.7001   -3.5665   -3.2924   -2.6777    0.9882    4.4386    8.6207    8.8673
  5.3000   -8.0541   -7.7498   -3.3489   -3.2224   -2.6779    0.7111    4.5146    8.7603    8.9233
  5.3405   -8.1023   -7.7906   -3.1640   -3.1443   -2.6781    0.4578    4.5814    8.8763    8.9755
  5.3810   -8.1402   -7.8222   -3.1172   -2.9559   -2.6774    0.2387    4.6380    8.9675    9.0213
  5.4216   -8.1674   -7.8448   -3.0823   -2.8110   -2.6775    0.0624    4.6803    9.0333    9.0562
  5.4621   -8.1841   -7.8584   -3.0626   -2.7125   -2.6776   -0.0530    4.7056    9.0729    9.0785
  5.5026   -8.1897   -7.8629   -3.0560   -2.6776   -2.6776   -0.0934    4.7141    9.0862    9.0862
